active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
45,16,True,0,45,1,4,8,edge__smooth__71,edge__smooth,11,15,12,393,0.04628900000000158,12,0,0,,0,34,0,376,quarter_prediction22,[],23029.85925018974,0,0.0,False,574.3309874166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,19,16,8,12,ordinary,22,full_coverage_and_all_discovered_cleared,337,6891.971849,0.04629683296661824
36,23,True,0,36,3,4,11,edge__smooth__71,edge__smooth,9,13,12,349,0.030032999999999532,12,0,0,,0,34,0,334,outer05_22,[],25765.778195638482,0,0.0,True,598.1796365833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,6,0,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,292,7178.155639,0.030066459032241255
37,22,True,0,37,6,6,11,edge__smooth__71,edge__smooth,6,12,12,356,0.0355099999999986,12,0,0,,0,34,0,342,outer_first025_22,[],24179.129740525434,0,0.0,True,575.6521621666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,5,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,302,6907.825946,0.03551633300958201
37,22,True,0,37,6,6,11,edge__smooth__71,edge__smooth,6,12,12,356,0.03537599999999941,12,0,0,,0,34,0,342,sparse_first025_22,[],24179.129740525434,0,0.0,True,575.6521621666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,5,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,302,6907.825946,0.03540400002384558
11,4,True,0,11,2,3,1,edge__smooth__71,edge__smooth,10,13,12,371,0.0297079999999994,12,0,0,,0,37,0,356,outer_first025_25,[],24468.46895219948,0,0.0,True,588.55781575,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,8,0,6,12,ordinary,25,full_coverage_and_all_discovered_cleared,326,7062.693789,0.029724291991442442
19,5,True,0,19,4,7,2,edge__smooth__71,edge__smooth,8,15,12,390,0.04403699999999944,12,0,0,,0,37,0,373,first025_cd25,[],21875.551628899833,0,0.0,False,554.5925268333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,21,7,2,12,ordinary,25,full_coverage_and_all_discovered_cleared,346,6655.110322,0.044075542013160884
23,6,True,0,23,3,7,3,edge__adversarial-positive__67,edge__adversarial-positive,7,14,10,370,0.03345500000000001,10,0,0,,0,32,,354,joint22,[],22865.791802466396,0,0.0,,673.5158358,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,14,,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,330,6735.158358,0.03354041703278199
23,6,True,0,23,3,7,3,edge__adversarial-positive__67,edge__adversarial-positive,7,14,10,370,0.032588000000000505,10,0,0,,0,32,0,354,fast22,[],22865.791802466396,0,0.0,,673.5158358,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,14,,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,330,6735.158358,0.03265166701748967
23,6,True,0,23,3,6,3,edge__adversarial-positive__67,edge__adversarial-positive,7,13,10,369,0.03334300000000212,10,0,0,,0,32,0,354,probe05_22,[],22874.647763584937,0,0.0,False,673.3929554,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,14,0,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,330,6733.929554,0.033364416973199695
30,8,True,0,30,5,7,4,edge__adversarial-positive__67,edge__adversarial-positive,5,12,10,374,0.036208000000002016,10,0,0,,0,32,0,360,first025_22,[],23549.901575427164,0,0.0,False,689.6980312,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,0,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,331,6896.980312,0.0362687089946121
34,2,True,0,34,5,7,1,edge__adversarial-positive__67,edge__adversarial-positive,5,12,10,380,0.042480000000001183,10,0,0,,0,32,0,366,quarter22,[],22831.88975775,0,0.0,False,678.737795,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,15,0,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,335,6787.37795,0.042527457990217954
24,1,True,0,24,4,7,0,edge__adversarial-positive__67,edge__adversarial-positive,6,13,10,366,0.03537600000000296,10,0,0,,0,32,0,351,third22,[],22646.460327960984,0,0.0,False,667.0292065,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,0,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,327,6670.292065,0.035440584004390985
35,8,True,0,35,3,5,4,edge__adversarial-positive__67,edge__adversarial-positive,7,12,10,378,0.03973999999999833,10,0,0,,0,32,0,364,march150_22,[],23856.293525919707,0,0.0,False,697.6258707,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,11,0,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,329,6976.258707,0.03975774999707937
32,10,True,0,32,1,4,5,edge__adversarial-positive__67,edge__adversarial-positive,9,13,10,374,0.0355119999999971,10,0,0,,0,32,0,359,march300_22,[],24124.04059132573,0,0.0,False,700.7808119,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,12,0,3,10,ordinary,22,full_coverage_and_all_discovered_cleared,329,7007.808119,0.03556641598697752
23,6,True,0,23,3,6,3,edge__adversarial-positive__67,edge__adversarial-positive,7,13,10,364,0.03233399999999875,10,0,0,,0,32,0,349,cooldown150_22,[],22874.647763584937,0,0.0,False,670.4929554,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,9,5,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,326,6704.929554,0.032377999974414706
30,8,True,0,30,5,7,4,edge__adversarial-positive__67,edge__adversarial-positive,5,12,10,369,0.03578100000000006,10,0,0,,0,32,0,355,first025_cd22,[],23549.901575427164,0,0.0,False,686.5980311999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,5,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,325,6865.980312,0.03584249998675659
34,2,True,0,34,5,7,1,edge__adversarial-positive__67,edge__adversarial-positive,5,12,10,374,0.04176599999999553,10,0,0,,0,32,0,360,quarter_cd22,[],22831.88975775,0,0.0,False,675.037795,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,9,6,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,328,6750.37795,0.04181637498550117
40,4,True,0,40,5,7,2,edge__adversarial-positive__67,edge__adversarial-positive,5,12,10,360,0.04035199999999861,10,0,0,,0,32,0,346,quarter_prediction22,[],22710.590478128775,0,0.0,False,663.8118093,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,9,7,10,ordinary,22,full_coverage_and_all_discovered_cleared,310,6638.118093,0.04040633299155161
34,18,True,0,34,4,6,8,edge__adversarial-positive__67,edge__adversarial-positive,6,12,10,387,0.028267999999997073,10,0,0,,0,32,0,373,outer05_22,[],25229.533546178143,0,0.0,True,730.7906705,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,37,0,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,341,7307.906705,0.028290666989050806
24,5,True,0,24,4,8,2,edge__adversarial-positive__67,edge__adversarial-positive,6,14,10,349,0.032550999999998,10,0,0,,0,32,0,333,outer_first025_22,[],23811.37212666362,0,0.0,True,679.7274424,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,5,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,6797.274424,0.03261529200244695
24,5,True,0,24,4,8,2,edge__adversarial-positive__67,edge__adversarial-positive,6,14,10,349,0.03238100000000088,10,0,0,,0,32,0,333,sparse_first025_22,[],23811.37212666362,0,0.0,True,679.7274424,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,5,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,6797.274424,0.032391375047154725
23,8,True,0,23,1,2,4,edge__adversarial-positive__67,edge__adversarial-positive,9,11,10,394,0.030622999999998513,10,0,0,,0,35,0,381,outer_first025_25,[],26869.201369200277,0,0.0,True,767.7840272000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,6,0,0,10,ordinary,25,full_coverage_and_all_discovered_cleared,346,7677.840272,0.0306719999643974
29,8,True,0,29,3,3,4,edge__adversarial-positive__67,edge__adversarial-positive,7,10,10,411,0.03572399999999476,10,0,0,,0,35,0,399,first025_cd25,[],24740.653053111742,0,0.0,False,735.513061,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,8,2,4,10,ordinary,25,full_coverage_and_all_discovered_cleared,362,7355.13061,0.035808750020805746
34,9,True,0,34,3,6,4,edge__adversarial-positive__68,edge__adversarial-positive,12,18,15,316,0.04212800000000527,15,0,0,,0,37,,296,joint22,[],26565.50819452415,0,0.0,,476.07344286666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,17,,3,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,7141.101643,0.042175124981440604
34,9,True,0,34,3,6,4,edge__adversarial-positive__68,edge__adversarial-positive,12,18,15,316,0.04191300000000098,15,0,0,,0,37,0,296,fast22,[],26565.50819452415,0,0.0,,476.07344286666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,17,,3,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,7141.101643,0.04193616600241512
34,9,True,0,34,2,5,4,edge__adversarial-positive__68,edge__adversarial-positive,13,18,15,316,0.04193300000000022,15,0,0,,0,37,0,296,probe05_22,[],26549.137830541815,0,0.0,False,475.8551713333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,17,0,3,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,7137.82757,0.04194941703462973
24,1,True,0,24,2,6,0,edge__adversarial-positive__68,edge__adversarial-positive,13,19,15,305,0.040551999999998145,15,0,0,,0,37,0,284,first025_22,[],24416.82412406068,0,0.0,False,443.4909883333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,0,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,262,6652.364825,0.04058225004700944
47,7,True,0,47,5,8,3,edge__adversarial-positive__68,edge__adversarial-positive,10,18,15,331,0.05134000000000327,15,0,0,,0,37,0,311,quarter22,[],24753.381778434214,0,0.0,False,457.2450904,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,18,0,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,6858.676356,0.05139633401995525
40,12,True,0,40,5,7,5,edge__adversarial-positive__68,edge__adversarial-positive,10,17,15,319,0.043354999999998256,15,0,0,,0,37,0,300,third22,[],25825.383800488806,0,0.0,False,467.2717841333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,12,0,1,15,ordinary,22,full_coverage_and_all_discovered_cleared,263,7009.076762,0.04339720797725022
42,15,True,0,42,4,6,7,edge__adversarial-positive__68,edge__adversarial-positive,11,17,15,320,0.043874999999999886,15,0,0,,0,37,0,301,march150_22,[],25365.040710789046,0,0.0,False,461.46720946666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,0,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,263,6922.008142,0.04389933397760615
29,6,True,0,29,4,7,2,edge__adversarial-positive__68,edge__adversarial-positive,11,18,15,308,0.03987599999999958,15,0,0,,0,37,0,288,march300_22,[],24967.496234737897,0,0.0,False,451.76661679999995,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,0,1,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,6776.499252,0.03996195801300928
34,9,True,0,34,2,5,4,edge__adversarial-positive__68,edge__adversarial-positive,13,18,15,312,0.04593799999999959,15,0,0,,0,37,0,292,cooldown150_22,[],26549.137830541815,0,0.0,False,474.3885046666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,4,3,15,ordinary,22,full_coverage_and_all_discovered_cleared,262,7115.82757,0.04599512496497482
24,1,True,0,24,2,6,0,edge__adversarial-positive__68,edge__adversarial-positive,13,19,15,302,0.041147000000002265,15,0,0,,0,37,0,281,first025_cd22,[],24416.82412406068,0,0.0,False,442.35765499999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,3,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6635.364825,0.041250416019465774
47,7,True,0,47,5,8,3,edge__adversarial-positive__68,edge__adversarial-positive,10,18,15,326,0.05136599999999447,15,0,0,,0,37,0,306,quarter_cd22,[],24753.381778434214,0,0.0,False,455.0450904,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,5,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6825.676356,0.0514375829952769
58,7,True,0,58,4,6,3,edge__adversarial-positive__68,edge__adversarial-positive,10,17,15,344,0.05529200000000145,15,0,0,,0,37,0,325,quarter_prediction22,[],23736.935218564126,0,0.0,False,448.62580280000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,18,8,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6729.387042,0.055312708020210266
27,10,True,0,27,2,6,5,edge__adversarial-positive__68,edge__adversarial-positive,13,19,15,316,0.03420200000000051,15,0,0,,0,37,0,295,outer05_22,[],24360.7423881976,0,0.0,True,446.0098988,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,0,13,15,ordinary,22,full_coverage_and_all_discovered_cleared,256,6690.148482,0.03421379195060581
28,3,True,0,28,2,7,1,edge__adversarial-positive__68,edge__adversarial-positive,13,20,15,319,0.03941300000000325,15,0,0,,0,37,0,297,outer_first025_22,[],23384.901886307423,0,0.0,True,434.1986918,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,0,13,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6512.980377,0.03947045898530632
28,3,True,0,28,2,7,1,edge__adversarial-positive__68,edge__adversarial-positive,13,20,15,319,0.03909900000000022,15,0,0,,0,37,0,297,sparse_first025_22,[],23384.901886307423,0,0.0,True,434.1986918,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,0,13,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6512.980377,0.039105167030356824
31,16,True,0,31,2,6,8,edge__adversarial-positive__68,edge__adversarial-positive,13,19,15,348,0.03605799999999704,15,0,0,,0,40,0,327,outer_first025_25,[],26009.951760277385,0,0.0,True,480.8660234,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,11,5,2,15,ordinary,25,full_coverage_and_all_discovered_cleared,289,7212.990351,0.03607612499035895
19,5,True,0,19,2,3,2,edge__adversarial-positive__68,edge__adversarial-positive,13,16,15,373,0.037981999999999516,15,0,0,,0,40,0,355,first025_cd25,[],22982.724745313095,0,0.0,False,451.5029965333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,12,0,3,15,ordinary,25,full_coverage_and_all_discovered_cleared,323,6772.544948,0.03803766600321978
19,6,True,0,19,2,4,3,edge__adversarial-positive__69,edge__adversarial-positive,13,17,15,327,0.0396210000000039,15,0,0,,0,37,,308,joint22,[],23270.285583285193,0,0.0,,436.73714099999995,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6551.057115,0.03967916703550145
19,6,True,0,19,2,4,3,edge__adversarial-positive__69,edge__adversarial-positive,13,17,15,327,0.03914100000000076,15,0,0,,0,37,0,308,fast22,[],23270.285583285193,0,0.0,,436.73714099999995,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6551.057115,0.039159458014182746
19,6,True,0,19,2,4,3,edge__adversarial-positive__69,edge__adversarial-positive,13,17,15,327,0.03872899999999646,15,0,0,,0,37,0,308,probe05_22,[],23270.285583285193,0,0.0,False,436.73714099999995,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6551.057115,0.03875000000698492
20,4,True,0,20,1,4,2,edge__adversarial-positive__69,edge__adversarial-positive,14,18,15,328,0.040907999999994615,15,0,0,,0,37,0,308,first025_22,[],23109.409725389072,0,0.0,False,434.9254627333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,7,15,ordinary,22,full_coverage_and_all_discovered_cleared,278,6523.881941,0.0409781250054948
23,2,True,0,23,2,3,1,edge__adversarial-positive__69,edge__adversarial-positive,13,16,15,332,0.046162999999999954,15,0,0,,0,37,0,314,quarter22,[],22508.843011211284,0,0.0,False,428.85123980000003,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,14,0,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,283,6432.768597,0.046199250034987926
26,3,True,0,26,2,5,1,edge__adversarial-positive__69,edge__adversarial-positive,13,18,15,336,0.045228999999999075,15,0,0,,0,37,0,316,third22,[],22780.517516461718,0,0.0,False,433.40690013333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,5,15,ordinary,22,full_coverage_and_all_discovered_cleared,281,6501.103502,0.04527112498180941
35,12,True,0,35,3,6,6,edge__adversarial-positive__69,edge__adversarial-positive,12,18,15,345,0.0475410000000025,15,0,0,,0,37,0,325,march150_22,[],25071.173990211253,0,0.0,False,467.01565306666663,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,13,0,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,282,7005.234796,0.047551625000778586
22,4,True,0,22,3,6,2,edge__adversarial-positive__69,edge__adversarial-positive,12,18,15,334,0.04460199999999759,15,0,0,,0,37,0,314,march300_22,[],23582.162040453404,0,0.0,False,443.4288268,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,14,0,5,15,ordinary,22,full_coverage_and_all_discovered_cleared,281,6651.432402,0.04468004096997902
19,6,True,0,19,2,4,3,edge__adversarial-positive__69,edge__adversarial-positive,13,17,15,327,0.03843899999999678,15,0,0,,0,37,0,308,cooldown150_22,[],23270.285583285193,0,0.0,False,436.73714099999995,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6551.057115,0.03845216700574383
20,4,True,0,20,1,4,2,edge__adversarial-positive__69,edge__adversarial-positive,14,18,15,328,0.04067399999999566,15,0,0,,0,37,0,308,first025_cd22,[],23109.409725389072,0,0.0,False,434.9254627333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,7,15,ordinary,22,full_coverage_and_all_discovered_cleared,278,6523.881941,0.040689416986424476
23,2,True,0,23,2,3,1,edge__adversarial-positive__69,edge__adversarial-positive,13,16,15,332,0.04633899999999613,15,0,0,,0,37,0,314,quarter_cd22,[],22508.843011211284,0,0.0,False,428.85123980000003,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,14,0,6,15,ordinary,22,full_coverage_and_all_discovered_cleared,283,6432.768597,0.04638054099632427
52,6,True,0,52,6,8,3,edge__adversarial-positive__69,edge__adversarial-positive,8,17,15,348,0.05986799999999448,15,0,0,,0,37,0,329,quarter_prediction22,[],24231.99753217066,0,0.0,False,457.35996673333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,25,8,1,15,ordinary,22,full_coverage_and_all_discovered_cleared,288,6860.399501,0.05987599998479709
46,13,True,0,46,5,9,6,edge__adversarial-positive__69,edge__adversarial-positive,10,19,15,309,0.03862800000000277,15,0,0,,0,37,0,288,outer05_22,[],30885.462962202906,0,0.0,True,530.1395067333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,16,0,0,15,ordinary,22,full_coverage_and_all_discovered_cleared,248,7952.092601,0.03864595800405368
54,19,True,0,54,5,8,9,edge__adversarial-positive__69,edge__adversarial-positive,10,18,15,307,0.04017499999999785,15,0,0,,0,37,0,287,outer_first025_22,[],28677.595020906567,0,0.0,True,499.7012668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,6,3,0,15,ordinary,22,full_coverage_and_all_discovered_cleared,241,7495.519002,0.04021175001980737
54,19,True,0,54,5,8,9,edge__adversarial-positive__69,edge__adversarial-positive,10,18,15,307,0.04023899999999969,15,0,0,,0,37,0,287,sparse_first025_22,[],28677.595020906567,0,0.0,True,499.7012668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,6,3,0,15,ordinary,22,full_coverage_and_all_discovered_cleared,241,7495.519002,0.040258999972138554
32,14,True,0,32,7,10,7,edge__adversarial-positive__69,edge__adversarial-positive,8,18,15,340,0.043956999999998914,15,0,0,,0,40,0,320,outer_first025_25,[],25332.580377023467,0,0.0,True,468.9677382666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,17,0,12,15,ordinary,25,full_coverage_and_all_discovered_cleared,284,7034.516074,0.04400629102019593
27,10,True,0,27,3,5,5,edge__adversarial-positive__69,edge__adversarial-positive,12,17,15,378,0.04948100000000011,15,0,0,,0,40,0,359,first025_cd25,[],23823.407755124867,0,0.0,False,464.51210333333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,20,6,18,15,ordinary,25,full_coverage_and_all_discovered_cleared,327,6967.68155,0.04949691699584946
15,4,True,0,15,2,2,2,edge__adversarial-positive__70,edge__adversarial-positive,8,10,10,330,0.025722999999999274,10,0,0,,0,32,,318,joint22,[],22145.224009162655,0,0.0,,635.9044798,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6359.044798,0.025722375023178756
15,4,True,0,15,2,2,2,edge__adversarial-positive__70,edge__adversarial-positive,8,10,10,330,0.026167999999998415,10,0,0,,0,32,0,318,fast22,[],22145.224009162655,0,0.0,,635.9044798,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6359.044798,0.02617558400379494
15,4,True,0,15,2,2,2,edge__adversarial-positive__70,edge__adversarial-positive,8,10,10,330,0.026036000000004833,10,0,0,,0,32,0,318,probe05_22,[],22145.224009162648,0,0.0,False,635.9044798,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6359.044798,0.026053791982121766
19,6,True,0,19,3,3,3,edge__adversarial-positive__70,edge__adversarial-positive,7,10,10,335,0.02806600000000259,10,0,0,,0,32,0,323,first025_22,[],22169.84420880593,0,0.0,False,639.0968839999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6390.96884,0.028099666989874095
28,0,True,0,28,4,4,0,edge__adversarial-positive__70,edge__adversarial-positive,6,10,10,348,0.038958000000000936,10,0,0,,0,32,0,336,quarter22,[],21849.35521443603,0,0.0,False,639.4871043,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,9,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6394.871043,0.03901637502713129
18,0,True,0,18,5,5,0,edge__adversarial-positive__70,edge__adversarial-positive,5,10,10,337,0.031810000000000116,10,0,0,,0,32,0,325,third22,[],21779.410722060387,0,0.0,False,632.2882145,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,8,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6322.882145,0.03192466701148078
24,7,True,0,24,3,3,3,edge__adversarial-positive__70,edge__adversarial-positive,7,10,10,341,0.030634999999996637,10,0,0,,0,32,0,329,march150_22,[],22238.696219147998,0,0.0,False,643.573924,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6435.73924,0.030653082998469472
20,6,True,0,20,1,1,3,edge__adversarial-positive__70,edge__adversarial-positive,9,10,10,337,0.028368000000000393,10,0,0,,0,32,0,325,march300_22,[],22188.300443885495,0,0.0,False,640.5660088,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6405.660088,0.02839729201514274
15,4,True,0,15,2,2,2,edge__adversarial-positive__70,edge__adversarial-positive,8,10,10,330,0.02627800000000491,10,0,0,,0,32,0,318,cooldown150_22,[],22145.224009162648,0,0.0,False,635.9044798,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6359.044798,0.026300667028408498
19,6,True,0,19,3,3,3,edge__adversarial-positive__70,edge__adversarial-positive,7,10,10,335,0.027869000000002586,10,0,0,,0,32,0,323,first025_cd22,[],22169.84420880593,0,0.0,False,639.0968839999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6390.96884,0.02791633299784735
28,0,True,0,28,4,4,0,edge__adversarial-positive__70,edge__adversarial-positive,6,10,10,348,0.03860599999999437,10,0,0,,0,32,0,336,quarter_cd22,[],21849.35521443603,0,0.0,False,639.4871043,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,9,0,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6394.871043,0.03861279203556478
39,4,True,0,39,7,8,2,edge__adversarial-positive__70,edge__adversarial-positive,3,11,10,359,0.040529000000006477,10,0,0,,0,32,0,346,quarter_prediction22,[],20322.777295465487,0,0.0,False,614.9555459000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,1,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,302,6149.555459,0.04055258398875594
