active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
0,0,True,,,,,,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,15,15,293,,0.03271799999999914,15,,,,0,,,276,baseline_conservative25,[],31955.76109852749,0,0.0,539.8101479333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,251,8097.152219,0.03278391598723829
16,9,True,0,16,1,2,4,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,16,15,288,,0.04300399999999982,15,0,0,,0,40,,270,baseline_task25,[],24026.659156430058,0,0.0,431.4221222,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,14,85,15,ordinary,25,full_coverage_and_all_discovered_cleared,238,6471.331833,0.04301195900188759
28,10,True,0,28,3,5,5,uniform__adversarial-spatial__69,uniform__adversarial-spatial,12,17,15,283,,0.04547699999999821,15,0,0,,0,37,,264,static_task22,[],28224.23043669441,0,0.0,485.52307253333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,34,56,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,7282.846088,0.04559058300219476
16,9,True,0,16,1,2,4,uniform__adversarial-spatial__69,uniform__adversarial-spatial,14,16,15,288,25,0.09814500000000237,15,0,0,,0,40,0,270,replace25,[],24026.659156430058,0,0.0,431.4221222,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,14,0,69,14,85,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,238,6471.331833,0.09832158300559968
34,21,True,0,34,2,3,10,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,16,15,284,25,0.09080900000000014,15,0,0,,0,0,0,266,replace25_nearest,[],27554.412358531055,0,0.0,476.19216493333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,15,34,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,224,7142.882474,0.09113991702906787
28,10,True,0,28,3,5,5,uniform__adversarial-spatial__69,uniform__adversarial-spatial,12,17,15,283,22,0.09998500000000021,15,0,0,,0,37,0,264,replace22,[],28224.23043669441,0,0.0,485.52307253333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,34,56,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,237,7282.846088,0.10012570797698572
31,14,True,0,31,2,5,7,uniform__adversarial-spatial__69,uniform__adversarial-spatial,13,18,15,282,22,0.08615599999999901,15,0,0,,0,0,0,262,replace22_nearest,[],25555.09653835872,0,0.0,448.7346201333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,23,20,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,226,6731.019302,0.08630674995947629
30,12,True,0,30,3,7,6,uniform__adversarial-spatial__69,uniform__adversarial-spatial,12,19,15,293,22,0.08544599999999747,15,0,0,,0,37,0,272,replace22_noshare,[],25691.74323458457,0,0.0,454.68990966666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,13,0,69,0,67,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,235,6820.348645,0.08557950000977144
0,0,True,,,,,,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,10,10,405,,0.02668499999999696,10,,,,0,,,393,baseline_conservative25,[],27137.660949746125,0,0.0,781.1532191,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,369,7811.532191,0.026684792013838887
12,4,True,0,12,0,2,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,12,10,380,,0.029823000000000377,10,0,0,,0,35,,366,baseline_task25,[],21044.589961823764,0,0.0,643.2917992,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,4,46,10,ordinary,25,full_coverage_and_all_discovered_cleared,338,6432.917992,0.02985750004881993
25,12,True,0,25,1,5,6,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,14,10,332,,0.031589999999997787,10,0,0,,0,32,,316,static_task22,[],25853.817222351037,0,0.0,709.5763439,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,6,5,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,7095.763439,0.03162424999754876
12,4,True,0,12,0,2,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,12,10,380,25,0.07059600000000188,10,0,0,,0,35,0,366,replace25,[],21044.589961823764,0,0.0,643.2917992,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,4,46,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,338,6432.917992,0.07071837497642264
18,4,True,0,18,4,7,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,6,13,10,362,25,0.06356399999999951,10,0,0,,0,0,0,347,replace25_nearest,[],26189.557243369436,0,0.0,734.7911446,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,3,6,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,316,7347.911446,0.06366458296542987
25,12,True,0,25,1,5,6,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,14,10,332,22,0.06769999999999854,10,0,0,,0,32,0,316,replace22,[],25853.817222351037,0,0.0,709.5763439,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,6,5,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,283,7095.763439,0.06780441600130871
28,4,True,0,28,1,6,2,uniform__adversarial-spatial__70,uniform__adversarial-spatial,9,15,10,331,22,0.06411899999999804,10,0,0,,0,0,0,314,replace22_nearest,[],28100.733029906663,0,0.0,753.6146603,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,4,3,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,281,7536.146603,0.06426283397013322
32,8,True,0,32,3,6,4,uniform__adversarial-spatial__70,uniform__adversarial-spatial,7,13,10,337,22,0.06467800000000068,10,0,0,,0,32,0,322,replace22_noshare,[],22964.47127917032,0,0.0,654.289425,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,0,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,281,6542.89425,0.06476616696454585
0,0,True,,,,,,uniform__adversarial-spatial__71,uniform__adversarial-spatial,10,26,12,372,,0.02721000000000018,12,,,,0,,,344,baseline_conservative25,[],29009.29254050522,14,16.776424741948745,661.9048761666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,,,12,ordinary,25,full_coverage_and_all_discovered_cleared,319,7942.858514,0.027245167002547532
12,0,True,0,12,0,3,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,15,12,402,,0.03974499999999992,12,0,0,,0,37,,385,baseline_task25,[],22760.245299320224,0,0.0,575.1707550833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,21,17,12,ordinary,25,full_coverage_and_all_discovered_cleared,356,6902.049061,0.039812083006836474
13,4,True,0,13,1,3,2,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,14,12,349,,0.03813300000000197,12,0,0,,0,34,,333,static_task22,[],23036.08552844874,0,0.0,553.60142525,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,14,11,12,ordinary,22,full_coverage_and_all_discovered_cleared,305,6643.217103,0.03814283397514373
12,0,True,0,12,0,3,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,15,12,402,25,0.08877399999999724,12,0,0,,0,37,0,385,replace25,[],22760.245299320224,0,0.0,575.1707550833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,21,17,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,356,6902.049061,0.08890370797598734
27,16,True,0,27,2,8,8,uniform__adversarial-spatial__71,uniform__adversarial-spatial,10,18,12,397,25,0.07702499999999901,12,0,0,,0,0,0,377,replace25_nearest,[],24765.95279017716,0,0.0,604.6825463333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,20,13,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,340,7256.190556,0.07733649999136105
13,4,True,0,13,1,3,2,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,14,12,349,22,0.07812600000000103,12,0,0,,0,34,0,333,replace22,[],23036.08552844874,0,0.0,553.60142525,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,11,0,71,14,11,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,305,6643.217103,0.07821391604375094
17,4,True,0,17,0,4,1,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,16,12,322,22,0.07082600000000028,12,0,0,,0,0,0,304,replace22_nearest,[],23286.012052470553,0,0.0,543.9335338333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,21,13,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,278,6527.202406,0.07094737503211945
11,1,True,0,11,1,1,0,uniform__adversarial-spatial__71,uniform__adversarial-spatial,11,12,12,308,22,0.07443400000000011,12,0,0,,0,34,0,294,replace22_noshare,[],22595.319928229288,0,0.0,526.7553320000001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,0,12,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,272,6321.063984,0.07455550000304356
0,0,True,,,,,,edge__iid__67,edge__iid,9,10,10,406,,0.027982000000001506,10,,,,0,,,394,baseline_conservative25,[],25822.78944542472,0,0.0,755.5557888000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,371,7555.557888,0.028019457997288555
40,21,True,0,40,4,5,9,edge__iid__67,edge__iid,6,11,10,435,,0.0359480000000012,10,0,0,,0,35,,422,baseline_task25,[],23961.389095139264,0,0.0,732.7277817,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,19,3,10,ordinary,25,full_coverage_and_all_discovered_cleared,372,7327.277817,0.03601045801769942
24,6,True,0,24,4,5,3,edge__iid__67,edge__iid,6,11,10,368,,0.032001000000001056,10,0,0,,0,32,,355,static_task22,[],23606.132921901863,0,0.0,687.6226584,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,13,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,327,6876.226584,0.03200983296846971
40,21,True,0,40,4,5,9,edge__iid__67,edge__iid,6,11,10,435,25,0.07539500000000032,10,0,0,,0,35,0,422,replace25,[],23961.389095139264,0,0.0,732.7277817,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,19,3,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,372,7327.277817,0.07551887503359467
32,13,True,0,32,3,5,5,edge__iid__67,edge__iid,7,12,10,419,25,0.0659540000000014,10,0,0,,0,0,0,405,replace25_nearest,[],23962.586532098725,0,0.0,723.8517305,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,9,0,67,26,0,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,365,7238.517305,0.06606812501559034
24,6,True,0,24,4,5,3,edge__iid__67,edge__iid,6,11,10,368,22,0.06934700000000049,10,0,0,,0,32,0,355,replace22,[],23606.132921901863,0,0.0,687.6226584,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,13,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,327,6876.226584,0.06943633401533589
25,6,True,0,25,6,6,3,edge__iid__67,edge__iid,4,10,10,365,22,0.06153800000000231,10,0,0,,0,0,0,353,replace22_nearest,[],25224.135494136583,0,0.0,718.2827096,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,19,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,323,7182.827096,0.061657499987632036
24,6,True,0,24,4,5,3,edge__iid__67,edge__iid,6,11,10,355,22,0.06607300000000293,10,0,0,,0,32,0,342,replace22_noshare,[],23619.79518158337,0,0.0,679.6959035,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,0,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,310,6796.959035,0.06615499994950369
0,0,True,,,,,,edge__iid__68,edge__iid,13,15,15,387,,0.03457000000000221,15,,,,0,,,370,baseline_conservative25,[],27749.754513523738,0,0.0,521.3300602666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,345,7819.950904,0.034626333974301815
23,10,True,0,23,5,6,5,edge__iid__68,edge__iid,10,16,15,378,,0.03753500000000187,15,0,0,,0,40,,360,baseline_task25,[],23127.182253154468,0,0.0,455.3624299333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,13,3,15,ordinary,25,full_coverage_and_all_discovered_cleared,327,6830.436449,0.03755408403230831
41,18,True,0,41,7,8,9,edge__iid__68,edge__iid,8,16,15,324,,0.042048000000001196,15,0,0,,0,37,,306,static_task22,[],27054.946863106423,0,0.0,485.59929146666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,18,2,15,ordinary,22,full_coverage_and_all_discovered_cleared,265,7283.989372,0.04211529198801145
23,10,True,0,23,5,6,5,edge__iid__68,edge__iid,10,16,15,378,25,0.09480599999999839,15,0,0,,0,40,0,360,replace25,[],23127.182253154468,0,0.0,455.3624299333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,13,3,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,327,6830.436449,0.09492462500929832
31,10,True,0,31,5,7,5,edge__iid__68,edge__iid,10,17,15,400,25,0.09546200000000127,15,0,0,,0,0,0,381,replace25_nearest,[],25631.773865095376,0,0.0,497.62365186666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,35,1,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,352,7464.354778,0.09565912501420826
41,18,True,0,41,7,8,9,edge__iid__68,edge__iid,8,16,15,324,22,0.09394799999999748,15,0,0,,0,37,0,306,replace22,[],27054.946863106423,0,0.0,485.59929146666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,18,2,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,265,7283.989372,0.0940332500031218
43,13,True,0,43,9,10,6,edge__iid__68,edge__iid,6,16,15,339,22,0.09200399999999931,15,0,0,,0,0,0,321,replace22_nearest,[],28900.10178650135,0,0.0,516.2680234666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,35,0,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,281,7744.020352,0.0921096249949187
35,12,True,0,35,8,9,6,edge__iid__68,edge__iid,7,16,15,323,22,0.08998499999999865,15,0,0,,0,37,0,305,replace22_noshare,[],25749.620578805843,0,0.0,467.8616075333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,0,5,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,265,7017.924113,0.09015908295987174
0,0,True,,,,,,edge__iid__69,edge__iid,14,15,15,355,,0.032878000000000185,15,,,,0,,,338,baseline_conservative25,[],31119.012417773723,0,0.0,553.4534988666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,313,8301.802483,0.032922582991886884
15,2,True,0,15,4,4,1,edge__iid__69,edge__iid,11,15,15,337,,0.03693499999999972,15,0,0,,0,40,,320,baseline_task25,[],24508.64045516316,0,0.0,457.6485394,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,8,23,15,ordinary,25,full_coverage_and_all_discovered_cleared,288,6864.728091,0.03695466602221131
32,15,True,0,32,5,5,7,edge__iid__69,edge__iid,10,15,15,336,,0.04337900000000161,15,0,0,,0,37,,319,static_task22,[],24670.640527845135,0,0.0,459.2752068,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,29,10,15,ordinary,22,full_coverage_and_all_discovered_cleared,285,6889.128102,0.043457916006445885
15,2,True,0,15,4,4,1,edge__iid__69,edge__iid,11,15,15,337,25,0.09240600000000043,15,0,0,,0,40,0,320,replace25,[],24508.64045516316,0,0.0,457.6485394,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,14,0,69,8,23,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,288,6864.728091,0.09253170900046825
20,3,True,0,20,8,9,1,edge__iid__69,edge__iid,7,16,15,337,25,0.09104600000000218,15,0,0,,0,0,0,319,replace25_nearest,[],24897.2325886345,0,0.0,462.6964344,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,10,0,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,288,6940.446516,0.09116608300246298
32,15,True,0,32,5,5,7,edge__iid__69,edge__iid,10,15,15,336,22,0.09755300000000133,15,0,0,,0,37,0,319,replace22,[],24670.640527845135,0,0.0,459.2752068,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,29,10,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,285,6889.128102,0.09766191703965887
41,15,True,0,41,4,6,7,edge__iid__69,edge__iid,11,17,15,309,22,0.08776399999999995,15,0,0,,0,0,0,290,replace22_nearest,[],30868.93803394857,0,0.0,530.3858402,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,20,18,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,251,7955.787603,0.08800583297852427
29,12,True,0,29,6,6,6,edge__iid__69,edge__iid,9,15,15,303,22,0.08930900000000008,15,0,0,,0,37,0,286,replace22_noshare,[],25670.77750338281,0,0.0,459.0770331333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,0,9,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,247,6886.155497,0.08951912500197068
0,0,True,,,,,,edge__iid__70,edge__iid,10,10,10,412,,0.029903999999998376,10,,,,0,,,400,baseline_conservative25,[],20417.553217774483,0,0.0,650.9510642,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,376,6509.510642,0.029937916959170252
5,0,True,0,5,4,4,0,edge__iid__70,edge__iid,6,10,10,427,,0.031089000000001477,10,0,0,,0,35,,415,baseline_task25,[],20033.946552099933,0,0.0,651.7789308,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,6,0,10,ordinary,25,full_coverage_and_all_discovered_cleared,386,6517.789308,0.031108458002563566
16,4,True,0,16,3,3,2,edge__iid__70,edge__iid,7,10,10,332,,0.026270000000000238,10,0,0,,0,32,,320,static_task22,[],22307.136306680884,0,0.0,640.2427259,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,5,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6402.427259,0.026281791040673852
5,0,True,0,5,4,4,0,edge__iid__70,edge__iid,6,10,10,427,25,0.07065600000000316,10,0,0,,0,35,0,415,replace25,[],20033.946552099933,0,0.0,651.7789308,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,6,0,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,386,6517.789308,0.07076420896919444
6,2,True,0,6,4,4,1,edge__iid__70,edge__iid,6,10,10,353,25,0.06561200000000156,10,0,0,,0,0,0,341,replace25_nearest,[],19119.97919488346,0,0.0,589.5995838,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,9,0,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,317,5895.995838,0.06568537501152605
16,4,True,0,16,3,3,2,edge__iid__70,edge__iid,7,10,10,332,22,0.06438099999999736,10,0,0,,0,32,0,320,replace22,[],22307.136306680884,0,0.0,640.2427259,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,5,18,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,291,6402.427259,0.06452774995705113
27,8,True,0,27,4,5,4,edge__iid__70,edge__iid,6,11,10,341,22,0.0614859999999986,10,0,0,,0,0,0,328,replace22_nearest,[],22796.32297776766,0,0.0,654.5264592999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,5,13,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,293,6545.264593,0.06155604199739173
17,4,True,0,17,3,3,2,edge__iid__70,edge__iid,7,10,10,330,22,0.06189300000000131,10,0,0,,0,32,0,318,replace22_noshare,[],22272.93295046727,0,0.0,638.3586588999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,0,16,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,289,6383.586589,0.06197483302094042
0,0,True,,,,,,edge__iid__71,edge__iid,9,26,12,420,,0.030039999999999623,12,,,,0,,,392,baseline_conservative25,[],30291.117680604144,14,17.76863182135825,707.3519611666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,,,12,ordinary,25,full_coverage_and_all_discovered_cleared,368,8488.223534,0.030076750030275434
19,2,True,0,19,3,4,1,edge__iid__71,edge__iid,9,13,12,395,,0.04629100000000008,12,0,0,,0,37,,380,baseline_task25,[],22956.99499935845,0,0.0,575.4499168333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,27,1,12,ordinary,25,full_coverage_and_all_discovered_cleared,351,6905.399002,0.04637508402811363
28,13,True,0,28,3,4,6,edge__iid__71,edge__iid,9,13,12,377,,0.03326799999999963,12,0,0,,0,34,,362,static_task22,[],24485.74054274506,0,0.0,591.8456755,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,20,1,12,ordinary,22,full_coverage_and_all_discovered_cleared,332,7102.148106,0.033283500000834465
19,2,True,0,19,3,4,1,edge__iid__71,edge__iid,9,13,12,395,25,0.09280800000000156,12,0,0,,0,37,0,380,replace25,[],22956.99499935845,0,0.0,575.4499168333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,27,1,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,351,6905.399002,0.09298141702311113
17,4,True,0,17,3,3,1,edge__iid__71,edge__iid,9,12,12,369,25,0.0791170000000001,12,0,0,,0,0,0,355,replace25_nearest,[],23431.455750807334,0,0.0,570.7742625,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,18,0,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,328,6849.29115,0.07921658299164847
28,13,True,0,28,3,4,6,edge__iid__71,edge__iid,9,13,12,377,22,0.07533000000000101,12,0,0,,0,34,0,362,replace22,[],24485.74054274506,0,0.0,591.8456755,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,20,1,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,332,7102.148106,0.0754353329539299
33,9,True,0,33,4,4,4,edge__iid__71,edge__iid,8,12,12,341,22,0.07191899999999762,12,0,0,,0,0,0,327,replace22_nearest,[],26390.14484085694,0,0.0,605.4190803333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,3,1,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,292,7265.028964,0.07202129100915045
28,13,True,0,28,3,4,6,edge__iid__71,edge__iid,9,13,12,358,22,0.07045499999999905,12,0,0,,0,34,0,343,replace22_noshare,[],24505.5806274064,0,0.0,582.1763434166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,0,0,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,307,6986.116121,0.0705181669909507
0,0,True,,,,,,edge__smooth__67,edge__smooth,9,10,10,406,,0.02705699999999922,10,,,,0,,,394,baseline_conservative25,[],23814.184775783542,0,0.0,715.2836954,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,370,7152.836954,0.027092874981462955
14,2,True,0,14,5,5,1,edge__smooth__67,edge__smooth,5,10,10,386,,0.03080500000000086,10,0,0,,0,35,,374,baseline_task25,[],23587.665398305326,0,0.0,698.353308,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,9,12,10,ordinary,25,full_coverage_and_all_discovered_cleared,346,6983.53308,0.030852666997816414
19,4,True,0,19,4,6,2,edge__smooth__67,edge__smooth,6,12,10,387,,0.030636000000001218,10,0,0,,0,32,,373,static_task22,[],21498.715863599053,0,0.0,656.6743171,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,14,1,10,ordinary,22,full_coverage_and_all_discovered_cleared,346,6566.743171,0.030669833009596914
14,2,True,0,14,5,5,1,edge__smooth__67,edge__smooth,5,10,10,386,25,0.07282100000000113,10,0,0,,0,35,0,374,replace25,[],23587.665398305326,0,0.0,698.353308,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,9,12,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,346,6983.53308,0.07291541696758941
33,14,True,0,33,5,5,6,edge__smooth__67,edge__smooth,5,10,10,380,25,0.06771600000000078,10,0,0,,0,0,0,368,replace25_nearest,[],25982.69340587044,0,0.0,741.1538682,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,7,15,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,325,7411.538682,0.06774729100288823
