active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,seed,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
17,2,True,uniform__adversarial-positive__67,uniform__adversarial-positive,8,28,10,321,0.18486400000000458,10,,0,291,q4_polar25_active,[],27421.785715064176,18,16.781438490733276,730.7357146,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,25,full_coverage_and_all_discovered_cleared,264,7307.357146,0.1852885409607552
0,0,True,uniform__adversarial-positive__67,uniform__adversarial-positive,9,10,10,436,0.02944999999999709,10,,0,424,q4_polar28_conservative,[],26005.358507275785,0,0.0,776.7071693,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,28,full_coverage_and_all_discovered_cleared,396,7767.071693,0.02952475001802668
18,1,True,uniform__adversarial-positive__67,uniform__adversarial-positive,9,41,10,381,0.20331699999999842,10,,0,338,q4_polar28_active,[],31607.954052928515,31,17.054644133901146,846.1590807,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,28,full_coverage_and_all_discovered_cleared,307,8461.590807,0.20373341697268188
0,0,True,uniform__adversarial-positive__67,uniform__adversarial-positive,10,10,10,507,0.03219400000000405,10,,0,495,q4_polar37_conservative,[],30336.43730289844,0,0.0,905.2287464999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,37,full_coverage_and_all_discovered_cleared,460,9052.287465,0.032272832992020994
21,0,True,uniform__adversarial-positive__67,uniform__adversarial-positive,10,10,10,457,0.2513439999999889,10,,0,445,q4_polar37_active,[],35282.01637798747,0,0.0,973.3403277,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,37,full_coverage_and_all_discovered_cleared,402,9733.403277,0.2519912500283681
30,4,True,uniform__adversarial-positive__68,uniform__adversarial-positive,11,272,15,517,0.3532960000000003,15,,0,243,baseline_triangle31_active,[],55621.912982111506,257,19.19144234230947,892.4921714,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,31,full_coverage_and_all_discovered_cleared,202,13387.382571,0.3543092079926282
0,0,True,uniform__adversarial-positive__68,uniform__adversarial-positive,15,15,15,536,0.04370099999999866,15,,0,519,baseline_square45_conservative,[],38702.863615584705,0,0.0,725.7048481333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,45,full_coverage_and_all_discovered_cleared,475,10885.572722,0.043862749997060746
0,0,True,uniform__adversarial-positive__68,uniform__adversarial-positive,13,15,15,331,0.03324999999998113,15,,0,314,q4_polar25_conservative,[],29384.778225470316,0,0.0,520.7970431333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,25,full_coverage_and_all_discovered_cleared,290,7811.955647,0.03336470801150426
28,3,True,uniform__adversarial-positive__68,uniform__adversarial-positive,12,191,15,410,0.3428560000000118,15,,0,217,q4_polar25_active,[],41174.84193084885,176,19.256008115882803,673.9978956666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,25,full_coverage_and_all_discovered_cleared,187,10109.968435,0.3436076670186594
0,0,True,uniform__adversarial-positive__68,uniform__adversarial-positive,14,15,15,324,0.03346500000000674,15,,0,307,q4_polar28_conservative,[],30758.414736594263,0,0.0,536.1121959999999,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,28,full_coverage_and_all_discovered_cleared,280,8041.68294,0.03352808300405741
29,3,True,uniform__adversarial-positive__68,uniform__adversarial-positive,12,122,15,358,0.3388350000000173,15,,0,234,q4_polar28_active,[],39076.08136877955,107,19.178156860719806,638.6810848,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,28,full_coverage_and_all_discovered_cleared,199,9580.216272,0.3395645419950597
0,0,True,uniform__adversarial-positive__68,uniform__adversarial-positive,14,15,15,475,0.044809000000014976,15,,0,458,q4_polar37_conservative,[],38650.79140648956,0,0.0,701.1438858,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,37,full_coverage_and_all_discovered_cleared,422,10517.158287,0.04495362500892952
27,6,True,uniform__adversarial-positive__68,uniform__adversarial-positive,9,320,15,643,0.3225319999999954,15,,0,321,q4_polar37_active,[],55056.98056732334,305,19.19148578357557,925.6930739333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,37,full_coverage_and_all_discovered_cleared,279,13885.396109,0.3232252079760656
26,1,True,uniform__adversarial-positive__69,uniform__adversarial-positive,14,19,15,259,0.3006460000000004,15,,0,238,baseline_triangle31_active,[],46576.907228002034,4,19.18939174505472,719.7587632,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,31,full_coverage_and_all_discovered_cleared,204,10796.381448,0.3031151669565588
0,0,True,uniform__adversarial-positive__69,uniform__adversarial-positive,15,15,15,530,0.039396000000010645,15,,0,513,baseline_square45_conservative,[],42276.136051392234,0,0.0,770.8818139333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,45,full_coverage_and_all_discovered_cleared,468,11563.227209,0.03951162495650351
0,0,True,uniform__adversarial-positive__69,uniform__adversarial-positive,14,15,15,294,0.03296799999998257,15,,0,277,q4_polar25_conservative,[],29680.255125920783,0,0.0,509.87006833333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,25,full_coverage_and_all_discovered_cleared,252,7648.051025,0.03298058401560411
29,3,True,uniform__adversarial-positive__69,uniform__adversarial-positive,12,129,15,336,0.32925599999998667,15,,0,205,q4_polar25_active,[],40661.78768881651,114,19.18990774728102,649.8238386666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,25,full_coverage_and_all_discovered_cleared,173,9747.35758,0.32955999998375773
0,0,True,uniform__adversarial-positive__69,uniform__adversarial-positive,13,16,15,333,0.03545800000000554,15,,0,315,q4_polar28_conservative,[],32394.109942330837,1,15.937514765914859,561.2547988,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,28,full_coverage_and_all_discovered_cleared,287,8418.821982,0.035463208972942084
25,3,True,uniform__adversarial-positive__69,uniform__adversarial-positive,12,144,15,369,0.2921479999999974,15,,0,223,q4_polar28_active,[],40135.71576281051,129,19.18459178325673,653.1428760666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,28,full_coverage_and_all_discovered_cleared,193,9797.143141,0.29255079198628664
0,0,True,uniform__adversarial-positive__69,uniform__adversarial-positive,15,15,15,435,0.040763999999995804,15,,0,418,q4_polar37_conservative,[],37285.99277024089,0,0.0,666.8799038,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,37,full_coverage_and_all_discovered_cleared,381,10003.198557,0.04082912497688085
28,1,True,uniform__adversarial-positive__69,uniform__adversarial-positive,14,28,15,327,0.32135500000001116,15,,0,297,q4_polar37_active,[],45275.214131623405,13,19.191483546134453,727.1361891333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,37,full_coverage_and_all_discovered_cleared,253,10907.042837,0.3217415410326794
22,3,True,uniform__adversarial-positive__70,uniform__adversarial-positive,7,100,10,504,0.26098899999999503,10,,0,402,baseline_triangle31_active,[],44637.77407163384,90,19.071450067572925,1162.2554826,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,31,full_coverage_and_all_discovered_cleared,365,11622.554826,0.2612105829757638
0,0,True,uniform__adversarial-positive__70,uniform__adversarial-positive,10,10,10,744,0.03759900000000016,10,,0,732,baseline_square45_conservative,[],37709.860411489295,0,0.0,1193.8972083,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,45,full_coverage_and_all_discovered_cleared,687,11938.972083,0.03763408400118351
0,0,True,uniform__adversarial-positive__70,uniform__adversarial-positive,9,10,10,406,0.027235999999987826,10,,0,394,q4_polar25_conservative,[],25840.89021585514,0,0.0,755.8178043,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,25,full_coverage_and_all_discovered_cleared,370,7558.178043,0.02723866596352309
22,1,True,uniform__adversarial-positive__70,uniform__adversarial-positive,9,30,10,358,0.26181499999998437,10,,0,326,q4_polar25_active,[],27993.701348471735,20,17.585780551154823,763.3740278,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,25,full_coverage_and_all_discovered_cleared,295,7633.740278,0.262130250048358
0,0,True,uniform__adversarial-positive__70,uniform__adversarial-positive,10,10,10,483,0.031747999999993226,10,,0,471,q4_polar28_conservative,[],26360.901911346933,0,0.0,812.1180377,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,28,full_coverage_and_all_discovered_cleared,444,8121.180377,0.03176937502576038
22,2,True,uniform__adversarial-positive__70,uniform__adversarial-positive,8,50,10,406,0.268117999999987,10,,0,354,q4_polar28_active,[],31361.311934666363,40,19.191358461819444,853.2262379,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,28,full_coverage_and_all_discovered_cleared,320,8532.262379,0.2685071669984609
0,0,True,uniform__adversarial-positive__70,uniform__adversarial-positive,10,10,10,539,0.03252000000000521,10,,0,527,q4_polar37_conservative,[],29611.21009335076,0,0.0,909.9242023,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,37,full_coverage_and_all_discovered_cleared,492,9099.242023,0.03255170799093321
25,2,True,uniform__adversarial-positive__70,uniform__adversarial-positive,8,43,10,524,0.3059550000000115,10,,0,479,q4_polar37_active,[],39216.90198941007,33,17.171211240209512,1082.1380398,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,37,full_coverage_and_all_discovered_cleared,434,10821.380398,0.30637933302205056
25,2,True,uniform__adversarial-positive__71,uniform__adversarial-positive,10,169,12,485,0.30704000000000065,12,,0,314,baseline_triangle31_active,[],52910.240909983906,157,19.178270802186404,1079.8373490000001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,31,full_coverage_and_all_discovered_cleared,275,12958.048188,0.30784404202131554
0,0,True,uniform__adversarial-positive__71,uniform__adversarial-positive,12,12,12,643,0.04191200000002482,12,,0,629,baseline_square45_conservative,[],43762.57870546193,0,0.0,1045.37631175,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,45,full_coverage_and_all_discovered_cleared,587,12544.515741,0.04202904202975333
0,0,True,uniform__adversarial-positive__71,uniform__adversarial-positive,10,23,12,376,0.032419000000004417,12,,0,351,q4_polar25_conservative,[],29260.206797471776,11,16.39605198425671,668.9201130833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,25,full_coverage_and_all_discovered_cleared,327,8027.041357,0.032468417019117624
24,4,True,uniform__adversarial-positive__71,uniform__adversarial-positive,8,138,12,416,0.2901119999999935,12,,0,276,q4_polar25_active,[],35279.82221538932,126,19.178270802186404,759.8303735,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,25,full_coverage_and_all_discovered_cleared,244,9117.964482,0.2906905409763567
0,0,True,uniform__adversarial-positive__71,uniform__adversarial-positive,11,15,12,401,0.02994499999999789,12,,0,384,q4_polar28_conservative,[],30694.89051438523,3,13.224059498636013,706.9981748333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,28,full_coverage_and_all_discovered_cleared,356,8483.978098,0.03004341700579971
23,3,True,uniform__adversarial-positive__71,uniform__adversarial-positive,9,140,12,449,0.2794420000000173,12,,0,307,q4_polar28_active,[],39464.033228493936,128,19.245861774522314,845.3172222500001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,28,full_coverage_and_all_discovered_cleared,272,10143.806667,0.2801220000255853
0,0,True,uniform__adversarial-positive__71,uniform__adversarial-positive,11,12,12,524,0.04046999999999912,12,,0,510,q4_polar37_conservative,[],32235.710138654256,0,0.0,794.1785026666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,37,full_coverage_and_all_discovered_cleared,473,9530.142032,0.04059849999612197
22,4,True,uniform__adversarial-positive__71,uniform__adversarial-positive,8,151,12,561,0.27644200000000296,12,,0,408,q4_polar37_active,[],46367.74066923164,139,19.219500066216536,1013.0456818333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,37,full_coverage_and_all_discovered_cleared,366,12156.548182,0.27703858294989914
22,3,True,uniform__adversarial-negative__67,uniform__adversarial-negative,7,13,10,379,0.2587509999999895,10,,0,364,baseline_triangle31_active,[],41500.079112800406,3,11.847206298384307,1050.5015822,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,31,full_coverage_and_all_discovered_cleared,326,10505.015822,0.2592272500041872
0,0,True,uniform__adversarial-negative__67,uniform__adversarial-negative,10,10,10,696,0.036504000000007863,10,,0,684,baseline_square45_conservative,[],42098.19873114474,0,0.0,1252.9639746,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,45,full_coverage_and_all_discovered_cleared,640,12529.639746,0.036654707975685596
0,0,True,uniform__adversarial-negative__67,uniform__adversarial-negative,10,10,10,374,0.027186000000000377,10,,0,362,q4_polar25_conservative,[],26366.96406434079,0,0.0,747.0392810000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,25,full_coverage_and_all_discovered_cleared,337,7470.39281,0.02722675004042685
16,4,True,uniform__adversarial-negative__67,uniform__adversarial-negative,6,119,10,411,0.19332900000000564,10,,0,290,q4_polar25_active,[],30190.423471966817,109,16.80576603086123,812.9084705,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,25,full_coverage_and_all_discovered_cleared,264,8129.084705,0.1938076660153456
0,0,True,uniform__adversarial-negative__67,uniform__adversarial-negative,9,10,10,433,0.027706000000023323,10,,0,421,q4_polar28_conservative,[],26916.99469264689,0,0.0,793.1398932,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,28,full_coverage_and_all_discovered_cleared,393,7931.398932,0.027745458006393164
18,2,True,uniform__adversarial-negative__67,uniform__adversarial-negative,8,65,10,405,0.20833700000000022,10,,0,338,q4_polar28_active,[],32297.24724455063,55,17.130263086298598,867.1449430999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,28,full_coverage_and_all_discovered_cleared,307,8671.449431,0.20891024998854846
0,0,True,uniform__adversarial-negative__67,uniform__adversarial-negative,10,10,10,505,0.030895000000015216,10,,0,493,q4_polar37_conservative,[],32017.911318731665,0,0.0,937.6582271999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,37,full_coverage_and_all_discovered_cleared,458,9376.582272,0.03097224998055026
19,1,True,uniform__adversarial-negative__67,uniform__adversarial-negative,9,23,10,468,0.22820600000000013,10,,0,443,q4_polar37_active,[],34938.82712541479,13,18.041833578688376,969.3765434000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,10,ordinary,37,full_coverage_and_all_discovered_cleared,402,9693.765434,0.22876387496944517
30,5,True,uniform__adversarial-negative__68,uniform__adversarial-negative,10,144,15,389,0.3413280000000043,15,,0,243,baseline_triangle31_active,[],51311.00106915395,129,19.177882241606795,809.4133505333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,31,full_coverage_and_all_discovered_cleared,202,12141.200258,0.34220562502741814
0,0,True,uniform__adversarial-negative__68,uniform__adversarial-negative,15,15,15,536,0.04305500000000961,15,,0,519,baseline_square45_conservative,[],38718.328781746735,0,0.0,725.9110504,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,45,full_coverage_and_all_discovered_cleared,475,10888.665756,0.043112666986417025
0,0,True,uniform__adversarial-negative__68,uniform__adversarial-negative,14,15,15,328,0.032515000000017835,15,,0,311,q4_polar25_conservative,[],29990.846528221195,0,0.0,527.6779539333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,25,full_coverage_and_all_discovered_cleared,287,7915.169309,0.03259199997410178
29,4,True,uniform__adversarial-negative__68,uniform__adversarial-negative,11,64,15,284,0.32793499999999653,15,,0,218,q4_polar25_active,[],37784.6757155718,49,19.234796892398677,603.7290085333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,25,full_coverage_and_all_discovered_cleared,187,9055.935128,0.3287675000028685
0,0,True,uniform__adversarial-negative__68,uniform__adversarial-negative,14,15,15,323,0.03357599999998229,15,,0,306,q4_polar28_conservative,[],31761.45831397039,0,0.0,549.0861104666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,28,full_coverage_and_all_discovered_cleared,279,8236.291657,0.033682791981846094
30,3,True,uniform__adversarial-negative__68,uniform__adversarial-negative,12,43,15,280,0.3656819999999925,15,,0,235,q4_polar28_active,[],37056.48251173352,28,19.191412125093507,596.2864323333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,28,full_coverage_and_all_discovered_cleared,199,8944.296485,0.36848637502407655
0,0,True,uniform__adversarial-negative__68,uniform__adversarial-negative,14,15,15,475,0.04315299999998956,15,,0,458,q4_polar37_conservative,[],38785.473242955835,0,0.0,702.9396437333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,37,full_coverage_and_all_discovered_cleared,422,10544.094656,0.04325162497116253
28,4,True,uniform__adversarial-negative__68,uniform__adversarial-negative,11,23,15,347,0.3254000000000019,15,,0,322,q4_polar37_active,[],44930.78392805616,8,19.089227629602394,731.6104527333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,ordinary,37,full_coverage_and_all_discovered_cleared,279,10974.156791,0.32612583303125575
27,1,True,uniform__adversarial-negative__69,uniform__adversarial-negative,14,19,15,260,0.31506100000001425,15,,0,239,baseline_triangle31_active,[],46045.420364674676,4,19.191385288681587,713.0056046666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,31,full_coverage_and_all_discovered_cleared,204,10695.08407,0.3158360829693265
0,0,True,uniform__adversarial-negative__69,uniform__adversarial-negative,15,15,15,530,0.04010900000000106,15,,0,513,baseline_square45_conservative,[],42186.70042921641,0,0.0,769.689339,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,45,full_coverage_and_all_discovered_cleared,468,11545.340085,0.04018204199383035
0,0,True,uniform__adversarial-negative__69,uniform__adversarial-negative,14,15,15,294,0.03376199999999585,15,,0,277,q4_polar25_conservative,[],29747.04573794985,0,0.0,510.76061000000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,25,full_coverage_and_all_discovered_cleared,252,7661.40915,0.03383345797192305
28,3,True,uniform__adversarial-negative__69,uniform__adversarial-negative,12,169,15,375,0.33088999999998236,15,,0,204,q4_polar25_active,[],41364.27836245587,154,19.18022321840224,666.8570463333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,25,full_coverage_and_all_discovered_cleared,173,10002.855695,0.33200287498766556
0,0,True,uniform__adversarial-negative__69,uniform__adversarial-negative,13,15,15,332,0.03644599999998377,15,,0,315,q4_polar28_conservative,[],32584.312281337912,0,0.0,563.5908301333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,28,full_coverage_and_all_discovered_cleared,287,8453.862452,0.03660870797466487
25,3,True,uniform__adversarial-negative__69,uniform__adversarial-negative,12,186,15,411,0.2948849999999936,15,,0,223,q4_polar28_active,[],41772.30333129705,171,19.19146698710702,683.3640449333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,28,full_coverage_and_all_discovered_cleared,193,10250.460674,0.2956084999605082
0,0,True,uniform__adversarial-negative__69,uniform__adversarial-negative,15,15,15,435,0.04119599999998513,15,,0,418,q4_polar37_conservative,[],37560.595687747795,0,0.0,670.5412761333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,37,full_coverage_and_all_discovered_cleared,381,10058.119142,0.0412769170361571
29,3,True,uniform__adversarial-negative__69,uniform__adversarial-negative,12,49,15,349,0.34534199999998805,15,,0,298,q4_polar37_active,[],46330.18163929995,34,19.181966963295896,745.7357556666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,ordinary,37,full_coverage_and_all_discovered_cleared,253,11186.036335,0.3460212919744663
23,4,True,uniform__adversarial-negative__70,uniform__adversarial-negative,6,153,10,558,0.2810010000000034,10,,0,403,baseline_triangle31_active,[],46377.851221630655,143,19.243000986700405,1213.4570219,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,31,full_coverage_and_all_discovered_cleared,365,12134.570219,0.2816227080184035
0,0,True,uniform__adversarial-negative__70,uniform__adversarial-negative,10,10,10,744,0.039309000000002925,10,,0,732,baseline_square45_conservative,[],37600.65429029639,0,0.0,1191.7130861,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,45,full_coverage_and_all_discovered_cleared,687,11917.130861,0.039431790995877236
0,0,True,uniform__adversarial-negative__70,uniform__adversarial-negative,9,10,10,405,0.02709799999999518,10,,0,393,q4_polar25_conservative,[],27230.943598083588,0,0.0,783.0188718,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,25,full_coverage_and_all_discovered_cleared,369,7830.188718,0.02720295899780467
21,3,True,uniform__adversarial-negative__70,uniform__adversarial-negative,7,103,10,430,0.2449489999999912,10,,0,325,q4_polar25_active,[],30692.423839046893,93,17.733031546829736,838.7484793,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,25,full_coverage_and_all_discovered_cleared,295,8387.484793,0.24554529099259526
0,0,True,uniform__adversarial-negative__70,uniform__adversarial-negative,10,10,10,482,0.03152800000000866,10,,0,470,q4_polar28_conservative,[],26343.2666758182,0,0.0,811.1653327,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,28,full_coverage_and_all_discovered_cleared,443,8111.653327,0.031668166047893465
24,0,True,uniform__adversarial-negative__70,uniform__adversarial-negative,10,10,10,368,0.27938599999998814,10,,0,356,q4_polar28_active,[],30483.939902548394,0,0.0,824.6787969000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,28,full_coverage_and_all_discovered_cleared,320,8246.787969,0.28016691701486707
0,0,True,uniform__adversarial-negative__70,uniform__adversarial-negative,10,10,10,539,0.03316099999997846,10,,0,527,q4_polar37_conservative,[],29744.83687750425,0,0.0,912.5967383,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,37,full_coverage_and_all_discovered_cleared,492,9125.967383,0.033291917003225535
28,3,True,uniform__adversarial-negative__70,uniform__adversarial-negative,7,16,10,500,0.34998100000001386,10,,0,482,q4_polar37_active,[],37904.78465414501,6,12.917685464593621,1049.2956934,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,10,ordinary,37,full_coverage_and_all_discovered_cleared,434,10492.956934,0.35074920795159414
27,3,True,uniform__adversarial-negative__71,uniform__adversarial-negative,9,100,12,418,0.31206799999998225,12,,0,316,baseline_triangle31_active,[],51429.08867401465,88,19.188021125958596,1038.818145,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,31,full_coverage_and_all_discovered_cleared,276,12465.81774,0.3127707499661483
0,0,True,uniform__adversarial-negative__71,uniform__adversarial-negative,12,12,12,644,0.040847999999982676,12,,0,630,baseline_square45_conservative,[],43165.93213889621,0,0.0,1035.9322023333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,45,full_coverage_and_all_discovered_cleared,588,12431.186428,0.040944541979115456
0,0,True,uniform__adversarial-negative__71,uniform__adversarial-negative,10,16,12,369,0.028988999999995713,12,,0,351,q4_polar25_conservative,[],29188.824689218844,4,17.24428086044267,665.9804113333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,25,full_coverage_and_all_discovered_cleared,327,7991.764936,0.029079291969537735
25,4,True,uniform__adversarial-negative__71,uniform__adversarial-negative,8,242,12,521,0.30580499999999233,12,,0,277,q4_polar25_active,[],41242.867109057675,230,19.188021125958596,885.7144503333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,25,full_coverage_and_all_discovered_cleared,245,10628.573404,0.30656179098878056
0,0,True,uniform__adversarial-negative__71,uniform__adversarial-negative,11,12,12,398,0.03019899999998188,12,,0,384,q4_polar28_conservative,[],30959.477354312894,0,0.0,710.6579555833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,28,full_coverage_and_all_discovered_cleared,356,8527.895467,0.030261082982178777
24,5,True,uniform__adversarial-negative__71,uniform__adversarial-negative,7,164,12,474,0.281013999999999,12,,0,308,q4_polar28_active,[],42543.70739982347,152,19.20708663105427,903.1451236666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,28,full_coverage_and_all_discovered_cleared,273,10837.741484,0.2818220420158468
0,0,True,uniform__adversarial-negative__71,uniform__adversarial-negative,11,12,12,524,0.04125600000000418,12,,0,510,q4_polar37_conservative,[],32359.41607219385,0,0.0,796.2402685000001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,37,full_coverage_and_all_discovered_cleared,473,9554.883222,0.04132316698087379
25,4,True,uniform__adversarial-negative__71,uniform__adversarial-negative,8,127,12,540,0.301526999999993,12,,0,411,q4_polar37_active,[],47465.45859016304,115,19.188021125958596,1026.6743108333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,ordinary,37,full_coverage_and_all_discovered_cleared,367,12320.09173,0.30238929099868983
