active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
14,3,True,0,14,2,4,1,uniform__adversarial-negative__150,uniform__adversarial-negative,14,33,35,18,16,249,,bounded_transverse_width,,locked,48,0.047880999999989626,3,16,cached_distance_prefix_sum,0,0,,,35,0,32,True,0,0,35,0.00014308298705145717,2,0,1,8,4,3,229,count_locked_grid21_29,3,5,[],23634.91348024476,0,,0.0,,False,0,404,385.3114185,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",0,30.0,4,2,1,150,1.0,12,2,28,2,28,16,ordinary,20,public_upper_bound_16,207,6164.982696,40.0,constant,,0.04792179097421467
14,3,True,0,14,2,4,1,uniform__adversarial-negative__150,uniform__adversarial-negative,14,33,33,18,16,251,,bounded_transverse_width,,locked,48,0.0481189999999998,3,16,cached_distance_prefix_sum,0,0,,,33,0,30,True,0,0,33,0.00014037499204277992,2,0,1,8,4,3,231,lean_locked_grid21_29,5,,[],23634.91348024476,0,,0.0,,False,0,404,386.0614185,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",0,30.0,4,,,150,1.0,12,2,28,2,28,16,ordinary,20,public_upper_bound_16,209,6176.982696,40.0,constant,,0.04819254198810086
25,3,True,0,25,1,5,0,uniform__adversarial-negative__150,uniform__adversarial-negative,15,25,,20,16,236,,bounded_transverse_width,,base,0,0.05313300000000254,,16,,0,0,,,,,,False,0,0,25,0.0001461250358261168,4,51,8,,4,3,214,range_grid21_7,,,[],20599.054559231834,0,,0.0,,False,0,,342.300681875,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",,30.0,4,,,150,1.0,34,24,12,4,38,16,ordinary,13,public_upper_bound_16,195,5476.81091,40.0,constant,,0.053149167040828615
20,5,True,0,20,5,7,1,uniform__adversarial-negative__150,uniform__adversarial-negative,11,17,,18,16,244,,bounded_transverse_width,,base,0,0.05013999999999896,,16,,0,0,,,,,,False,0,0,17,0.00010887498501688242,3,48,5,,3,3,224,range_closed21_3,,,[],20109.35979374121,0,,0.0,,False,0,,339.304497375,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",,30.0,4,,,150,1.0,34,23,6,3,32,16,ordinary,16,public_upper_bound_16,201,5428.871958,40.0,constant,,0.05017791601130739
12,3,True,0,12,1,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,14,,,16,15,308,,bounded_transverse_width,,,,0.04731099999999344,,15,,0,0,,,,,,,0,0,,0.00011512497439980507,2,46,0,,4,3,290,width_convex22,,,[],23109.090959696983,0,,0.0,,False,0,,427.454546,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,,22,2,9,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,262,6411.81819,40.0,constant,,0.04736583400517702
12,3,True,0,12,1,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,14,28,,16,15,280,,bounded_transverse_width,,base,0,0.04644900000000973,,15,,0,0,,,,,,False,0,0,28,0.0001444579684175551,2,46,0,,4,3,262,range_convex22,,,[],23109.090959696983,0,,0.0,,False,0,,416.254546,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,22,2,9,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,234,6243.81819,40.0,constant,,0.04646149999462068
12,3,True,0,12,1,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,14,28,28,16,15,280,,bounded_transverse_width,,base,0,0.04922399999999527,3,15,,0,0,,,28,0,25,False,0,0,28,0.00012974999845027924,2,46,0,8,4,3,262,predict_convex22,5,,[],23109.090959696983,0,,0.0,,False,0,567,416.454546,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,,,151,1.0,22,2,9,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,6246.81819,40.0,constant,,0.049285000015515834
10,1,True,0,10,3,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,12,0,,16,15,289,,bounded_transverse_width,,locked,46,0.05127400000000648,,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.00014133297372609377,5,0,0,,3,2,271,locked_full_convex22,,,[],22468.68122685432,0,,0.0,,False,0,,411.78241606666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,17,10,5,5,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,250,6176.736241,40.0,constant,,0.05131629202514887
10,1,True,0,10,3,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,12,43,43,16,15,246,,bounded_transverse_width,,locked,46,0.05318499999999915,2,15,cached_distance_prefix_sum,0,0,,,43,0,41,True,0,0,43,0.00014333304716274142,5,0,0,8,3,2,228,count_locked_convex22,5,5,[],22468.68122685432,0,,0.0,,False,0,491,394.78241606666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,0,0,151,1.0,17,10,5,5,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,5921.736241,40.0,constant,,0.053206374985165894
12,3,True,0,12,1,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,14,28,28,16,15,280,,bounded_transverse_width,,base,0,0.04997600000000091,3,15,,0,0,,,28,0,25,False,0,0,28,0.00014033395564183593,2,46,0,8,4,3,262,original_predict_convex22,5,,[],23109.090959696983,0,,0.0,,False,0,567,416.454546,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,,,151,1.0,22,2,9,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,6246.81819,40.0,constant,,0.049996750021819025
10,1,True,0,10,3,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,12,43,43,16,15,246,,bounded_transverse_width,,locked,46,0.05268300000000181,2,15,cached_distance_prefix_sum,0,0,,,43,0,41,True,0,0,43,0.00014429102884605527,5,0,0,8,3,2,228,lean_locked_convex22,5,,[],22468.68122685432,0,,0.0,,False,0,491,394.78241606666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,,,151,1.0,17,10,5,5,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,5921.736241,40.0,constant,,0.05274458398343995
14,3,True,0,14,2,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,,,17,15,279,,bounded_transverse_width,,,,0.0439140000000009,,15,,0,0,,,,,,,0,0,,0.00013112497981637716,2,47,0,,4,3,260,width_grid21_29,,,[],24212.40284798708,0,,0.0,,False,0,,430.49870466666664,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,,17,14,15,2,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,234,6457.48057,40.0,constant,,0.04392733401618898
14,3,True,0,14,2,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,33,,17,15,246,,bounded_transverse_width,,base,0,0.04357400000000666,,15,,0,0,,,,,,False,0,0,33,0.00012208300177007914,2,47,0,,4,3,227,range_grid21_29,,,[],24212.40284798708,0,,0.0,,False,0,,417.49870466666664,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,17,14,15,2,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,204,6262.48057,40.0,constant,,0.0436012499849312
14,3,True,0,14,2,4,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,33,33,17,15,246,,bounded_transverse_width,,base,0,0.045642999999998324,3,15,,0,0,,,33,0,30,False,0,0,33,0.00012691598385572433,2,47,0,8,4,3,227,predict_grid21_29,5,,[],24212.40284798708,0,,0.0,,False,0,595,417.5653713333333,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,,,151,1.0,17,14,15,2,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,205,6263.48057,40.0,constant,,0.04572999995434657
12,2,True,0,12,2,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,0,,15,15,297,,bounded_transverse_width,,locked,46,0.04394400000001042,,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.00013475003652274609,5,0,0,,3,2,280,locked_full_grid21_29,,,[],22463.479818909218,0,,0.0,,False,0,,414.97973086666667,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,17,1,12,5,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,257,6224.695963,40.0,constant,,0.043958499969448894
12,2,True,0,12,2,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,39,40,15,15,257,,bounded_transverse_width,,locked,46,0.045775000000006116,4,15,cached_distance_prefix_sum,0,0,,,40,0,36,True,0,0,40,0.00014291703701019287,5,0,0,8,3,2,240,count_locked_grid21_29,5,5,[],22463.479818909218,0,,0.0,,False,0,408,399.17973086666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,30.0,4,0,0,151,1.0,17,1,12,5,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,220,5987.695963,40.0,constant,,0.04581300000427291
12,2,True,0,12,2,2,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,39,40,15,15,257,,bounded_transverse_width,,locked,46,0.04578700000000424,4,15,cached_distance_prefix_sum,0,0,,,40,0,36,True,0,0,40,0.00014004198601469398,5,0,0,8,3,2,240,lean_locked_grid21_29,5,,[],22463.479818909218,0,,0.0,,False,0,408,399.17973086666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,30.0,4,,,151,1.0,17,1,12,5,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,220,5987.695963,40.0,constant,,0.04582362499786541
9,2,True,0,9,3,3,0,uniform__adversarial-negative__151,uniform__adversarial-negative,12,23,,15,15,285,,bounded_transverse_width,,base,0,0.038267000000004714,,15,,0,0,,,,,,False,0,0,23,0.00014291598927229643,4,43,0,,3,2,268,range_grid21_7,,,[],24962.06224627571,0,,0.0,,False,0,,443.7608300666667,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,15,4,20,4,22,15,ordinary,21,full_coverage_and_all_discovered_cleared,249,6656.412451,40.0,constant,,0.03828283300390467
11,1,True,0,11,2,3,0,uniform__adversarial-negative__151,uniform__adversarial-negative,13,18,,16,15,302,,bounded_transverse_width,,base,0,0.038096999999993386,,15,,0,0,,,,,,False,0,0,18,0.000126665981952101,1,46,0,,3,3,284,range_closed21_3,,,[],20945.066566817757,0,,0.0,,False,0,,396.7342208666667,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,,,151,1.0,15,3,20,1,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,264,5951.013313,40.0,constant,,0.038109540997538716
19,8,True,0,19,2,5,2,uniform__adversarial-negative__152,uniform__adversarial-negative,14,,,19,16,313,,bounded_transverse_width,,,,0.04443200000000047,,16,,0,0,,,,,,,0,0,,0.00013412500265985727,1,49,2,,4,3,292,width_convex22,,,[],22290.868567094698,0,,0.0,,False,0,,392.135857125,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,,13,0,19,1,29,16,ordinary,20,public_upper_bound_16,267,6274.173714,40.0,constant,,0.044475500006228685
19,8,True,0,19,2,5,2,uniform__adversarial-negative__152,uniform__adversarial-negative,14,43,,19,16,270,,bounded_transverse_width,,base,0,0.04288700000000745,,16,,0,0,,,,,,False,0,0,43,0.0001427080132998526,1,49,2,,4,3,249,range_convex22,,,[],22290.868567094698,0,,0.0,,False,0,,376.135857125,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,13,0,19,1,29,16,ordinary,20,public_upper_bound_16,226,6018.173714,40.0,constant,,0.04296862496994436
19,8,True,0,19,2,5,2,uniform__adversarial-negative__152,uniform__adversarial-negative,14,43,43,19,16,270,,bounded_transverse_width,,base,0,0.04546499999999298,4,16,,0,0,,,43,0,39,False,0,0,43,0.00013166695134714246,1,49,2,8,4,3,249,predict_convex22,5,,[],22290.868567094698,0,,0.0,,False,0,332,376.323357125,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",0,30.0,4,,,152,1.0,13,0,19,1,29,16,ordinary,20,public_upper_bound_16,229,6021.173714,40.0,constant,,0.04547750001074746
23,7,True,0,23,4,6,3,uniform__adversarial-negative__152,uniform__adversarial-negative,12,0,,18,16,295,,bounded_transverse_width,,locked,56,0.04086200000000417,,16,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.000150958017911762,1,0,1,,4,3,275,locked_full_convex22,,,[],24780.799899780406,0,,0.0,,False,0,,416.509998625,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,11,7,22,1,35,16,ordinary,21,public_upper_bound_16,247,6664.159978,40.0,constant,,0.04090566700324416
23,7,True,0,23,4,6,3,uniform__adversarial-negative__152,uniform__adversarial-negative,12,14,19,18,16,276,,bounded_transverse_width,,locked,56,0.042844000000002325,1,16,cached_distance_prefix_sum,0,0,,,19,0,18,True,0,0,19,0.00014358299085870385,1,0,1,8,4,3,256,count_locked_convex22,1,5,[],24780.799899780406,0,,0.0,,False,0,288,409.447498625,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",1,30.0,4,4,1,152,1.0,11,7,22,1,35,16,ordinary,21,public_upper_bound_16,229,6551.159978,40.0,constant,,0.04292974999407306
19,8,True,0,19,2,5,2,uniform__adversarial-negative__152,uniform__adversarial-negative,14,43,43,19,16,270,,bounded_transverse_width,,base,0,0.0461739999999935,4,16,,0,0,,,43,0,39,False,0,0,43,0.00016387499636039138,1,49,2,8,4,3,249,original_predict_convex22,5,,[],22290.868567094698,0,,0.0,,False,0,332,376.323357125,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",0,30.0,4,,,152,1.0,13,0,19,1,29,16,ordinary,20,public_upper_bound_16,229,6021.173714,40.0,constant,,0.04618479101918638
23,7,True,0,23,4,6,3,uniform__adversarial-negative__152,uniform__adversarial-negative,12,14,15,18,16,280,,bounded_transverse_width,,locked,56,0.04286299999999699,1,16,cached_distance_prefix_sum,0,0,,,15,0,14,True,0,0,15,0.00014687498332932591,1,0,1,8,4,3,260,lean_locked_convex22,5,,[],24780.799899780406,0,,0.0,,False,0,288,411.009998625,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",1,30.0,4,,,152,1.0,11,7,22,1,35,16,ordinary,21,public_upper_bound_16,234,6576.159978,40.0,constant,,0.04287200001999736
20,2,True,0,20,4,7,0,uniform__adversarial-negative__152,uniform__adversarial-negative,12,,,19,16,275,,bounded_transverse_width,,,,0.04828700000000197,,16,,0,0,,,,,,,0,0,,0.0001367499935440719,3,53,2,,4,3,254,width_grid21_29,,,[],23743.934920014686,0,,0.0,,False,0,,395.9866864375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,,17,0,9,3,34,16,ordinary,19,public_upper_bound_16,228,6335.786983,40.0,constant,,0.048322874994482845
20,2,True,0,20,4,7,0,uniform__adversarial-negative__152,uniform__adversarial-negative,12,15,,19,16,260,,bounded_transverse_width,,base,0,0.047759999999996694,,16,,0,0,,,,,,False,0,0,15,0.00014004198601469398,3,53,2,,4,3,239,range_grid21_29,,,[],23743.934920014686,0,,0.0,,False,0,,390.3616864375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,17,0,9,3,34,16,ordinary,19,public_upper_bound_16,213,6245.786983,40.0,constant,,0.04776699998183176
20,2,True,0,20,4,7,0,uniform__adversarial-negative__152,uniform__adversarial-negative,12,15,15,19,16,260,,bounded_transverse_width,,base,0,0.05020100000000127,0,16,,0,0,,,15,0,15,False,0,0,15,0.00012849998893216252,3,53,2,8,4,3,239,predict_grid21_29,5,,[],23743.934920014686,0,,0.0,,False,0,383,390.3616864375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",0,30.0,4,,,152,1.0,17,0,9,3,34,16,ordinary,19,public_upper_bound_16,213,6245.786983,40.0,constant,,0.050220292003359646
11,1,True,0,11,6,6,0,uniform__adversarial-negative__152,uniform__adversarial-negative,10,0,,16,16,319,,bounded_transverse_width,,locked,47,0.043541000000004715,,16,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.00013866694644093513,3,0,0,,3,3,301,locked_full_grid21_29,,,[],24396.10028180171,0,,0.0,,False,0,,421.326253375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,12,2,10,3,26,16,ordinary,21,public_upper_bound_16,277,6741.220054,40.0,constant,,0.04356499999994412
11,1,True,0,11,6,6,0,uniform__adversarial-negative__152,uniform__adversarial-negative,10,51,55,16,16,264,,bounded_transverse_width,,locked,47,0.04543099999999356,6,16,cached_distance_prefix_sum,0,0,,,55,0,49,True,0,0,55,0.000153791974298656,3,0,0,8,3,3,246,count_locked_grid21_29,2,5,[],24396.10028180171,0,,0.0,,False,0,420,400.826253375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",1,30.0,4,3,1,152,1.0,12,2,10,3,26,16,ordinary,21,public_upper_bound_16,224,6413.220054,40.0,constant,,0.04548816703027114
11,1,True,0,11,6,6,0,uniform__adversarial-negative__152,uniform__adversarial-negative,10,51,52,16,16,267,,bounded_transverse_width,,locked,47,0.044844000000011874,6,16,cached_distance_prefix_sum,0,0,,,52,0,46,True,0,0,52,0.0001552079920656979,3,0,0,8,3,3,249,lean_locked_grid21_29,5,,[],24396.10028180171,0,,0.0,,False,0,420,401.951253375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",1,30.0,4,,,152,1.0,12,2,10,3,26,16,ordinary,21,public_upper_bound_16,227,6431.220054,40.0,constant,,0.04489191604079679
13,1,True,0,13,1,5,0,uniform__adversarial-negative__152,uniform__adversarial-negative,15,20,,20,16,234,,bounded_transverse_width,,base,0,0.04180300000000159,,16,,0,0,,,,,,False,0,0,20,0.00015616597374901175,3,42,7,,4,3,212,range_grid21_7,,,[],20971.73827748214,0,,0.0,,False,0,,346.3342284375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,24,4,16,3,28,16,ordinary,14,public_upper_bound_16,195,5541.347655,40.0,constant,,0.04183058300986886
16,2,True,0,16,2,4,0,uniform__adversarial-negative__152,uniform__adversarial-negative,14,20,,18,16,268,,bounded_transverse_width,,base,0,0.04404199999999037,,16,,0,0,,,,,,False,0,0,20,0.00010945805115625262,3,50,1,,4,3,248,range_closed21_3,,,[],24655.98019907418,0,,0.0,,False,0,,405.137252375,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,30.0,4,,,152,1.0,16,2,12,3,30,16,ordinary,20,public_upper_bound_16,225,6482.196038,40.0,constant,,0.04407262499444187
8,1,True,0,8,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,,,14,13,342,,bounded_transverse_width,,,,0.03977100000000178,,13,,0,0,,,,,,,0,0,,0.0001242079888470471,3,42,0,,4,3,326,width_convex22,,,[],22071.177409355867,0,,0.0,,False,0,,493.63349846153847,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,,11,5,14,3,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,305,6417.23548,40.0,constant,,0.03979329200228676
8,1,True,0,8,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,37,,14,13,305,,bounded_transverse_width,,base,0,0.03909900000000732,,13,,0,0,,,,,,False,0,0,37,0.00023162498837336898,3,42,0,,4,3,289,range_convex22,,,[],22071.177409355867,0,,0.0,,False,0,,476.5565753846154,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,1.0,11,5,14,3,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,268,6195.23548,40.0,constant,,0.039117874985095114
8,1,True,0,8,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,37,37,14,13,305,,bounded_transverse_width,,base,0,0.041974999999993656,0,13,,0,0,,,37,0,37,False,0,0,37,0.00014412502059713006,3,42,0,8,4,3,289,predict_convex22,7,,[],22071.177409355867,0,,0.0,,False,0,615,476.5565753846154,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",0,30.0,4,,,153,1.0,11,5,14,3,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,268,6195.23548,40.0,constant,,0.04203820799011737
16,2,True,0,16,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,0,,14,13,303,,bounded_transverse_width,,locked,49,0.048938999999990074,,13,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.00015899998834356666,3,0,0,,4,3,287,locked_full_convex22,,,[],22603.679564984224,0,,0.0,,False,0,,483.2873777692308,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,1.0,17,9,18,3,27,13,ordinary,22,full_coverage_and_all_discovered_cleared,259,6282.735911,40.0,constant,,0.04897458298364654
16,2,True,0,16,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,33,34,14,13,269,,bounded_transverse_width,,locked,49,0.05011500000000524,0,13,cached_distance_prefix_sum,0,0,,,34,0,34,True,0,0,34,0.00014808395644649863,3,0,0,8,4,3,253,count_locked_convex22,7,7,[],22603.679564984224,0,,0.0,,False,0,312,467.59507007692304,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",1,30.0,4,0,0,153,1.0,17,9,18,3,27,13,ordinary,22,full_coverage_and_all_discovered_cleared,225,6078.735911,40.0,constant,,0.05013254197547212
8,1,True,0,8,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,37,37,14,13,305,,bounded_transverse_width,,base,0,0.04233200000000181,0,13,,0,0,,,37,0,37,False,0,0,37,0.00014158303383737803,3,42,0,8,4,3,289,original_predict_convex22,7,,[],22071.177409355867,0,,0.0,,False,0,615,476.5565753846154,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",0,30.0,4,,,153,1.0,11,5,14,3,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,268,6195.23548,40.0,constant,,0.04237841599388048
16,2,True,0,16,3,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,10,33,34,14,13,269,,bounded_transverse_width,,locked,49,0.050425999999987425,0,13,cached_distance_prefix_sum,0,0,,,34,0,34,True,0,0,34,0.00017687497893348336,3,0,0,8,4,3,253,lean_locked_convex22,7,,[],22603.679564984224,0,,0.0,,False,0,312,467.59507007692304,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",1,30.0,4,,,153,1.0,17,9,18,3,27,13,ordinary,22,full_coverage_and_all_discovered_cleared,225,6078.735911,40.0,constant,,0.050447332963813096
6,0,True,0,6,4,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,9,,,13,13,321,,bounded_transverse_width,,,,0.036737999999999715,,13,,0,0,,,,,,,0,0,,0.00014766701497137547,4,40,0,,2,2,306,width_grid21_29,,,[],22208.35685770622,0,,0.0,,False,0,,486.20549,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,,12,3,9,4,19,13,ordinary,21,full_coverage_and_all_discovered_cleared,284,6320.67137,40.0,constant,,0.03675766696687788
6,0,True,0,6,4,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,9,21,,13,13,300,,bounded_transverse_width,,base,0,0.03669200000000217,,13,,0,0,,,,,,False,0,0,21,0.00014249997911974788,4,40,0,,2,2,285,range_grid21_29,,,[],22208.35685770622,0,,0.0,,False,0,,476.5901053846154,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,1.0,12,3,9,4,19,13,ordinary,21,full_coverage_and_all_discovered_cleared,264,6195.67137,40.0,constant,,0.03671675000805408
6,0,True,0,6,4,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,9,21,21,13,13,300,,bounded_transverse_width,,base,0,0.03962100000001101,1,13,,0,0,,,21,0,20,False,0,0,21,0.00014358304906636477,4,40,0,8,2,2,285,predict_grid21_29,7,,[],22208.35685770622,0,,0.0,,False,0,657,476.5901053846154,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",0,30.0,4,,,153,1.0,12,3,9,4,19,13,ordinary,21,full_coverage_and_all_discovered_cleared,264,6195.67137,40.0,constant,,0.03968204098055139
9,2,True,0,9,2,4,0,uniform__adversarial-negative__153,uniform__adversarial-negative,11,0,,15,13,296,,bounded_transverse_width,,locked,41,0.03942800000000091,,13,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,0.0001621250412426889,1,0,0,,4,3,279,locked_full_grid21_29,,,[],22184.959291995972,0,,0.0,,False,0,,473.6147582307692,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,30.0,4,,,153,1.0,13,6,32,1,20,13,ordinary,21,full_coverage_and_all_discovered_cleared,254,6156.991857,40.0,constant,,0.03945849998854101
