active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
26,3,True,0,26,5,6,0,clustered__iid__140,clustered__iid,11,0,,17,16,196,,bounded_transverse_width,,arc,53,0.04607099999999775,,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.00011820800136774778,10,0,8,,3,3,177,arc05_noskip_width015,,[],15829.402615788447,0,,0.0,,False,0,,268.492532625,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,0.5,9,1,6,15,39,16,ordinary,14,public_upper_bound_16,162,4295.880522,40.0,constant,,0.046092792006675154
26,3,True,0,26,5,6,0,clustered__iid__140,clustered__iid,11,11,11,17,16,185,,bounded_transverse_width,,arc,53,0.04652600000000007,2,16,cached_distance_prefix_sum,0,0,,,11,0,9,False,0,,,,,,,,,,0,11,0.00011091696796938777,10,0,8,4,3,3,166,deferred_arc05_width015,5,[],15829.402615788447,0,,0.0,,False,0,0,264.492532625,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,0.5,9,1,6,15,39,16,ordinary,14,public_upper_bound_16,153,4231.880522,40.0,constant,,0.04660316702211276
4,1,True,0,4,3,3,0,clustered__iid__140,clustered__iid,13,0,,16,16,286,,bounded_transverse_width,,locked,39,0.0380129999999923,,16,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.0001944159739650786,1,0,2,,2,1,268,locked_noskip_width015,,[],19385.226515786315,0,,0.0,,False,0,,346.3778311875,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,1.0,10,13,15,1,19,16,ordinary,20,public_upper_bound_16,245,5542.045299,40.0,constant,,0.03804750001290813
4,1,True,0,4,3,3,0,clustered__iid__140,clustered__iid,13,61,61,16,16,225,,bounded_transverse_width,,locked,39,0.03759900000000016,18,16,cached_distance_prefix_sum,0,0,,,61,0,43,True,0,,,,,,,,,,0,61,0.0001318749855272472,1,0,2,4,2,1,207,deferred_locked_width015,5,[],19385.226515786315,0,,0.0,,False,0,0,324.1903311875,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,1.0,10,13,15,1,19,16,ordinary,20,public_upper_bound_16,195,5187.045299,40.0,constant,,0.037607916980050504
14,1,True,0,14,3,3,0,clustered__iid__140,clustered__iid,13,0,0,16,16,209,,bounded_transverse_width,,base,0,0.034351999999998384,0,16,,0,0,,,0,0,0,False,0,,,,,,,,,,0,0,0.00012787501327693462,5,43,8,4,3,3,191,cheap_predict4_width015,5,[],14993.80531807804,0,,0.0,,False,0,12,262.735066125,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,1.0,14,3,0,7,29,16,ordinary,14,public_upper_bound_16,170,4203.761058,40.0,constant,,0.034383666003122926
14,1,True,0,14,3,3,0,clustered__iid__140,clustered__iid,13,0,0,16,16,209,,bounded_transverse_width,,base,0,0.035229000000001065,0,16,,0,0,,,0,0,0,False,0,,,,,,,,,,0,0,0.00010770803783088923,5,43,8,8,3,3,191,cheap_predict8_width015,5,[],14993.80531807804,0,,0.0,,False,0,38,262.735066125,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,1.0,14,3,0,7,29,16,ordinary,14,public_upper_bound_16,170,4203.761058,40.0,constant,,0.0353220000397414
26,3,True,0,26,5,6,0,clustered__iid__140,clustered__iid,11,11,11,17,16,185,,bounded_transverse_width,,arc,53,0.047734000000005494,2,16,cached_distance_prefix_sum,0,0,,,11,0,9,False,0,,,,,,,,,,0,11,0.00012570800026878715,10,0,8,8,3,3,166,cheap_predict8_arc05_width015,5,[],15829.402615788447,0,,0.0,,False,0,209,264.492532625,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,0.5,9,1,6,15,39,16,ordinary,14,public_upper_bound_16,153,4231.880522,40.0,constant,,0.04775949998293072
4,1,True,0,4,3,3,0,clustered__iid__140,clustered__iid,13,61,62,16,16,224,,bounded_transverse_width,,locked,39,0.039636999999999034,19,16,cached_distance_prefix_sum,0,0,,,62,0,43,True,0,,,,,,,,,,0,62,0.00011679204180836678,1,0,2,8,2,1,206,cheap_predict8_locked_width015,5,[],19385.226515786315,0,,0.0,,False,0,519,323.8153311875,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,30.0,4,140,1.0,10,13,15,1,19,16,ordinary,20,public_upper_bound_16,194,5181.045299,40.0,constant,,0.039646250021178275
14,1,True,0,14,3,3,0,clustered__iid__140,clustered__iid,13,0,,16,16,209,,bounded_transverse_width,,base,0,0.04025000000000034,,16,,0,0,,,,,,False,0,first,,0,,0,8,552,6,3,0,0,0.0001342500327154994,5,43,8,,3,3,191,history_first8_width015,,[],14993.80531807804,0,,0.0,,False,0,,262.735066125,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,1.0,14,3,0,7,29,16,ordinary,14,public_upper_bound_16,170,4203.761058,40.0,constant,,0.04025462502613664
14,1,True,0,14,3,3,0,clustered__iid__140,clustered__iid,13,0,,16,16,209,,bounded_transverse_width,,base,0,0.03846500000000219,,16,,0,0,,,,,,False,0,first,533,0,33,0,8,552,6,3,0,0,0.00014050002209842205,5,43,8,,3,3,191,batch_history_first8_width015,,[],14993.80531807804,0,,0.0,,False,0,,262.735066125,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,1.0,14,3,0,7,29,16,ordinary,14,public_upper_bound_16,170,4203.761058,40.0,constant,,0.03855475003365427
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,,,14,14,257,,bounded_transverse_width,,,,0.038461999999995555,,14,,0,0,,,,,,,0,,,,,,,,,,0,,0.00014733400894328952,6,47,0,,3,2,241,width40_f015_22,,[],22621.31265297603,0,,0.0,,False,0,,429.73303771428573,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,217,6016.262528,40.0,constant,,0.03846762498142198
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,,14,14,243,,bounded_transverse_width,,base,0,0.037914999999998145,,14,,0,0,,,,,,False,0,,,,,,,,,,0,14,0.00012587499804794788,6,47,0,,3,2,227,range_width015,,[],22621.31265297603,0,,0.0,,False,0,,423.6616091428572,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,202,5931.262528,40.0,constant,,0.03792358300415799
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,12,,14,14,245,,bounded_transverse_width,,base,0,0.03828699999999685,,14,,0,0,,,12,2,12,False,0,,,,,,,,,,0,12,0.00012745894491672516,6,47,0,,3,2,229,faithful_width015,,[],22621.31265297603,0,,0.0,,False,0,,424.8044662857143,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,208,5947.262528,40.0,constant,,0.038308874994982034
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,14,14,14,243,,bounded_transverse_width,,base,0,0.039816999999999325,2,14,,0,0,,,14,0,12,False,0,,,,,,,,,,0,14,0.00013854203280061483,6,47,0,4,3,2,227,deferred_width015,6,[],22621.31265297603,0,,0.0,,False,0,0,423.94732342857145,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,206,5935.262528,40.0,constant,,0.040008542011491954
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,17,14,14,240,,bounded_transverse_width,,base,0,0.04352000000000089,3,14,,0,0,,,17,0,14,False,0,,,,,,,,,,0,17,0.00013641599798575044,6,47,0,8,3,2,224,predict8_width015,6,[],22621.31265297603,0,,0.0,,False,0,301,422.73303771428573,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",3,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,204,5918.262528,40.0,constant,,0.04354054102441296
20,1,True,0,20,3,4,0,clustered__iid__141,clustered__iid,11,0,,15,14,232,,bounded_transverse_width,,arc,55,0.046300999999999704,,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.00013158400543034077,4,0,0,,3,3,215,arc05_noskip_width015,,[],21598.837209491638,0,,0.0,,False,0,,404.1976740714286,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,0.5,17,1,0,5,33,14,ordinary,22,full_coverage_and_all_discovered_cleared,191,5658.767437,40.0,constant,,0.04632445803144947
20,1,True,0,20,3,4,0,clustered__iid__141,clustered__iid,11,1,1,15,14,231,,bounded_transverse_width,,arc,55,0.04776499999999828,0,14,cached_distance_prefix_sum,0,0,,,1,0,1,False,0,,,,,,,,,,0,1,0.00012387504102662206,4,0,0,4,3,3,214,deferred_arc05_width015,6,[],21598.837209491638,0,,0.0,,False,0,0,403.76910264285715,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,0.5,17,1,0,5,33,14,ordinary,22,full_coverage_and_all_discovered_cleared,190,5652.767437,40.0,constant,,0.04797941696597263
7,1,True,0,7,8,8,0,clustered__iid__141,clustered__iid,6,0,,14,14,287,,bounded_transverse_width,,locked,42,0.03399499999999023,,14,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.00011795799946412444,2,0,0,,3,2,271,locked_noskip_width015,,[],22748.615678383558,0,,0.0,,False,0,,444.4087949285714,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,11,1,20,2,20,14,ordinary,22,full_coverage_and_all_discovered_cleared,247,6221.723129,40.0,constant,,0.03402279200963676
7,1,True,0,7,8,8,0,clustered__iid__141,clustered__iid,6,25,25,14,14,262,,bounded_transverse_width,,locked,42,0.03438500000000033,3,14,cached_distance_prefix_sum,0,0,,,25,0,22,True,0,,,,,,,,,,0,25,0.00013220898108556867,2,0,0,4,3,2,246,deferred_locked_width015,6,[],22748.615678383558,0,,0.0,,False,0,0,433.9802235,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,11,1,20,2,20,14,ordinary,22,full_coverage_and_all_discovered_cleared,226,6075.723129,40.0,constant,,0.0344013330177404
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,16,14,14,241,,bounded_transverse_width,,base,0,0.03946899999999687,2,14,,0,0,,,16,0,14,False,0,,,,,,,,,,0,16,0.00013258401304483414,6,47,0,4,3,2,225,cheap_predict4_width015,6,[],22621.31265297603,0,,0.0,,False,0,83,423.1616091428572,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",2,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,205,5924.262528,40.0,constant,,0.039492833020631224
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,17,14,14,240,,bounded_transverse_width,,base,0,0.0410360000000054,3,14,,0,0,,,17,0,14,False,0,,,,,,,,,,0,17,0.00012704101391136646,6,47,0,8,3,2,224,cheap_predict8_width015,6,[],22621.31265297603,0,,0.0,,False,0,301,422.73303771428573,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",3,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,204,5918.262528,40.0,constant,,0.04111849999753758
20,1,True,0,20,3,4,0,clustered__iid__141,clustered__iid,11,1,1,15,14,231,,bounded_transverse_width,,arc,55,0.048360999999999876,0,14,cached_distance_prefix_sum,0,0,,,1,0,1,False,0,,,,,,,,,,0,1,0.00014766701497137547,4,0,0,8,3,3,214,cheap_predict8_arc05_width015,6,[],21598.837209491638,0,,0.0,,False,0,4,403.76910264285715,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,0.5,17,1,0,5,33,14,ordinary,22,full_coverage_and_all_discovered_cleared,190,5652.767437,40.0,constant,,0.048369417025242
7,1,True,0,7,8,8,0,clustered__iid__141,clustered__iid,6,25,30,14,14,257,,bounded_transverse_width,,locked,42,0.0371369999999871,4,14,cached_distance_prefix_sum,0,0,,,30,0,26,True,0,,,,,,,,,,0,30,0.00012470799265429378,2,0,0,8,3,2,241,cheap_predict8_locked_width015,6,[],22748.615678383558,0,,0.0,,False,0,504,431.9087949285714,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",5,30.0,4,141,1.0,11,1,20,2,20,14,ordinary,22,full_coverage_and_all_discovered_cleared,222,6046.723129,40.0,constant,,0.03715491702314466
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,,14,14,243,,bounded_transverse_width,,base,0,0.043846999999999525,,14,,0,0,,,,,,False,0,first,,0,,0,8,464,4,3,0,14,0.00013825000496581197,6,47,0,,3,2,227,history_first8_width015,,[],22621.31265297603,0,,0.0,,False,0,,423.6616091428572,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,202,5931.262528,40.0,constant,,0.043923166987951845
13,2,True,0,13,2,2,0,clustered__iid__141,clustered__iid,12,14,,14,14,243,,bounded_transverse_width,,base,0,0.04318100000000413,,14,,0,0,,,,,,False,0,first,453,0,45,0,8,464,4,3,0,14,0.00015824998263269663,6,47,0,,3,2,227,batch_history_first8_width015,,[],22621.31265297603,0,,0.0,,False,0,,423.6616091428572,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,12,1,25,6,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,202,5931.262528,40.0,constant,,0.04323587496764958
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,,,15,14,268,,bounded_transverse_width,,,,0.04779499999999359,,14,,0,0,,,,,,,0,,,,,,,,,,0,,0.00015095900744199753,5,48,0,,3,2,251,width40_f015_22,,[],21992.02562460444,0,,0.0,,False,0,,425.17179442857145,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,226,5952.405122,40.0,constant,,0.047812042001169175
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,,15,14,250,,bounded_transverse_width,,base,0,0.048000999999999294,,14,,0,0,,,,,,False,0,,,,,,,,,,0,18,0.00012854201486334205,5,48,0,,3,2,233,range_width015,,[],21992.02562460444,0,,0.0,,False,0,,417.31465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,206,5842.405122,40.0,constant,,0.04809716698946431
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,13,,15,14,255,,bounded_transverse_width,,base,0,0.047897000000006074,,14,,0,0,,,13,5,13,False,0,,,,,,,,,,0,13,0.00012250000145286322,5,48,0,,3,2,238,faithful_width015,,[],21992.02562460444,0,,0.0,,False,0,,419.9575087142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,218,5879.405122,40.0,constant,,0.04792470799293369
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,18,15,14,250,,bounded_transverse_width,,base,0,0.04879399999998668,9,14,,0,0,,,18,0,9,False,0,,,,,,,,,,0,18,0.00013066700194031,5,48,0,4,3,2,233,deferred_width015,6,[],21992.02562460444,0,,0.0,,False,0,0,417.81465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,213,5849.405122,40.0,constant,,0.04881737503455952
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,18,15,14,250,,bounded_transverse_width,,base,0,0.05364800000000969,9,14,,0,0,,,18,0,9,False,0,,,,,,,,,,0,18,0.00011658400762826204,5,48,0,8,3,2,233,predict8_width015,6,[],21992.02562460444,0,,0.0,,False,0,312,417.81465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,213,5849.405122,40.0,constant,,0.05373745795805007
12,2,True,0,12,6,6,0,clustered__iid__142,clustered__iid,8,0,,14,14,229,,bounded_transverse_width,,arc,46,0.047443000000001234,,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.000132458982989192,4,0,0,,3,2,213,arc05_noskip_width015,,[],20628.252187666825,0,,0.0,,False,0,,389.1178882142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,0.5,21,5,5,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,187,5447.650435,40.0,constant,,0.04748283402295783
12,2,True,0,12,6,6,0,clustered__iid__142,clustered__iid,8,5,5,14,14,224,,bounded_transverse_width,,arc,46,0.048053000000010115,1,14,cached_distance_prefix_sum,0,0,,,5,0,4,False,0,,,,,,,,,,0,5,0.00012870802311226726,4,0,0,4,3,2,208,deferred_arc05_width015,6,[],20628.252187666825,0,,0.0,,False,0,0,387.0464596428571,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,0.5,21,5,5,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,183,5418.650435,40.0,constant,,0.048077582963742316
16,5,True,0,16,3,4,0,clustered__iid__142,clustered__iid,11,0,,15,14,348,,bounded_transverse_width,,locked,47,0.04487500000000466,,14,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.00010912498692050576,4,0,0,,6,3,331,locked_noskip_width015,,[],24014.035187509,0,,0.0,,False,0,,488.27193100000005,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,11,39,4,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,305,6835.807034,40.0,constant,,0.04490587499458343
16,5,True,0,16,3,4,0,clustered__iid__142,clustered__iid,11,34,34,15,14,314,,bounded_transverse_width,,locked,47,0.05028899999999226,4,14,cached_distance_prefix_sum,0,0,,,34,0,30,True,0,,,,,,,,,,0,34,0.0001799999736249447,4,0,0,4,6,3,297,deferred_locked_width015,6,[],24014.035187509,0,,0.0,,False,0,0,473.9862167142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,11,39,4,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,275,6635.807034,40.0,constant,,0.050429833005182445
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,18,15,14,250,,bounded_transverse_width,,base,0,0.0495949999999965,9,14,,0,0,,,18,0,9,False,0,,,,,,,,,,0,18,0.000177707988768816,5,48,0,4,3,2,233,cheap_predict4_width015,6,[],21992.02562460444,0,,0.0,,False,0,70,417.81465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,213,5849.405122,40.0,constant,,0.04961899999761954
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,18,15,14,250,,bounded_transverse_width,,base,0,0.050221999999990885,9,14,,0,0,,,18,0,9,False,0,,,,,,,,,,0,18,0.00012483401224017143,5,48,0,8,3,2,233,cheap_predict8_width015,6,[],21992.02562460444,0,,0.0,,False,0,312,417.81465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,213,5849.405122,40.0,constant,,0.050368832948151976
12,2,True,0,12,6,6,0,clustered__iid__142,clustered__iid,8,5,5,14,14,224,,bounded_transverse_width,,arc,46,0.04970400000000552,1,14,cached_distance_prefix_sum,0,0,,,5,0,4,False,0,,,,,,,,,,0,5,0.00013591599417850375,4,0,0,8,3,2,208,cheap_predict8_arc05_width015,6,[],20628.252187666825,0,,0.0,,False,0,18,387.0464596428571,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,0.5,21,5,5,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,183,5418.650435,40.0,constant,,0.04973595798946917
16,5,True,0,16,3,4,0,clustered__iid__142,clustered__iid,11,34,35,15,14,313,,bounded_transverse_width,,locked,47,0.046761000000003605,4,14,cached_distance_prefix_sum,0,0,,,35,0,31,True,0,,,,,,,,,,0,35,0.00011845800327137113,4,0,0,8,6,3,296,cheap_predict8_locked_width015,6,[],24014.035187509,0,,0.0,,False,0,330,473.55764528571433,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1,30.0,4,142,1.0,23,11,39,4,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,274,6629.807034,40.0,constant,,0.04678595799487084
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,,15,14,250,,bounded_transverse_width,,base,0,0.05155799999999999,,14,,0,0,,,,,,False,0,first,,0,,0,8,303,0,0,0,18,0.00015412498032674193,5,48,0,,3,2,233,history_first8_width015,,[],21992.02562460444,0,,0.0,,False,0,,417.31465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,206,5842.405122,40.0,constant,,0.051636625023093075
15,3,True,0,15,3,4,0,clustered__iid__142,clustered__iid,11,18,,15,14,250,,bounded_transverse_width,,base,0,0.05093300000000056,,14,,0,0,,,,,,False,0,first,275,0,12,0,8,303,0,0,0,18,0.00015208299737423658,5,48,0,,3,2,233,batch_history_first8_width015,,[],21992.02562460444,0,,0.0,,False,0,,417.31465157142856,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,8,28,5,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,206,5842.405122,40.0,constant,,0.05099054198944941
7,2,True,0,7,4,4,0,clustered__iid__143,clustered__iid,7,,,11,11,289,,bounded_transverse_width,,,,0.029497000000006324,,11,,0,0,,,,,,,0,,,,,,,,,,0,,0.0001544170081615448,1,38,0,,3,2,276,width40_f015_22,,[],21805.30631494832,0,,0.0,,False,0,,550.0055687272727,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,,14,5,0,1,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,254,6050.061256,40.0,constant,,0.029516540991608053
7,2,True,0,7,4,4,0,clustered__iid__143,clustered__iid,7,7,,11,11,282,,bounded_transverse_width,,base,0,0.02942400000000589,,11,,0,0,,,,,,False,0,,,,,,,,,,0,7,0.00013270799536257982,1,38,0,,3,2,269,range_width015,,[],21805.30631494832,0,,0.0,,False,0,,546.187386909091,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,1.0,14,5,0,1,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,247,6008.061256,40.0,constant,,0.02942416601581499
7,2,True,0,7,4,4,0,clustered__iid__143,clustered__iid,7,7,,11,11,282,,bounded_transverse_width,,base,0,0.029795999999990386,,11,,0,0,,,7,0,7,False,0,,,,,,,,,,0,7,0.0001223749713972211,1,38,0,,3,2,269,faithful_width015,,[],21805.30631494832,0,,0.0,,False,0,,546.187386909091,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,1.0,14,5,0,1,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,247,6008.061256,40.0,constant,,0.029883124982006848
7,2,True,0,7,4,4,0,clustered__iid__143,clustered__iid,7,7,7,11,11,282,,bounded_transverse_width,,base,0,0.030526000000008935,0,11,,0,0,,,7,0,7,False,0,,,,,,,,,,0,7,0.00014158396515995264,1,38,0,4,3,2,269,deferred_width015,9,[],21805.30631494832,0,,0.0,,False,0,0,546.187386909091,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",0,30.0,4,143,1.0,14,5,0,1,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,247,6008.061256,40.0,constant,,0.030552999989595264
7,2,True,0,7,4,4,0,clustered__iid__143,clustered__iid,7,7,8,11,11,281,,bounded_transverse_width,,base,0,0.033585000000002196,0,11,,0,0,,,8,0,8,False,0,,,,,,,,,,0,8,0.00012420903658494353,1,38,0,8,3,2,268,predict8_width015,9,[],21805.30631494832,0,,0.0,,False,0,149,545.6419323636363,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",1,30.0,4,143,1.0,14,5,0,1,16,11,ordinary,22,full_coverage_and_all_discovered_cleared,246,6002.061256,40.0,constant,,0.03359104198170826
