active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
18,5,True,0,18,0,3,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,13,10,360,fixed,10.0,0.03666099999999517,10,0,0,,,0,,32,0,,,345,wide_f05_10_22,[],24333.292130157974,0,0.0,False,,697.6658423,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,9,3,0,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,326,6976.658423,0.03670029202476144
38,8,True,0,38,1,5,4,edge__adversarial-spatial__68,edge__adversarial-spatial,14,19,15,315,,,0.043897000000001185,15,0,0,,,0,,37,0,,,294,quarter22,[],24969.3751148541,0,0.0,False,,453.99166826666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,5,5,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,6809.875024,0.04391616699285805
33,6,True,0,33,2,6,3,edge__adversarial-spatial__68,edge__adversarial-spatial,13,19,15,327,,,0.04769799999999691,15,0,0,,0,0,3,67,0,7,6,306,packet_center22,[],22954.201887442476,0,0.0,False,0,431.78935866666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,1,2,3,45,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,6476.84038,0.047713334031868726
27,11,True,0,27,3,5,5,edge__adversarial-spatial__68,edge__adversarial-spatial,12,17,15,307,fixed,3.0,0.038868999999998266,15,0,0,,,0,,37,0,,,288,wide3_22,[],24677.20559053576,0,0.0,False,,447.7627412666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,1,4,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6716.441119,0.038874874997418374
27,10,True,0,27,2,6,4,edge__adversarial-spatial__68,edge__adversarial-spatial,13,19,15,324,fixed,3.0,0.043883000000001005,15,0,0,,0,0,4,58,0,7,5,303,packet_wide3_22,[],23614.40581608317,0,0.0,False,0,439.6587442,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,1,6,4,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,270,6594.881163,0.04393295897170901
25,10,True,0,25,0,4,4,edge__adversarial-spatial__68,edge__adversarial-spatial,15,19,15,335,fixed,5.0,0.039320000000003574,15,0,0,,,0,,37,0,,,314,wide5_22,[],23358.861280337864,0,0.0,False,,441.0514836666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,4,22,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6615.772255,0.03938775003189221
20,6,True,0,20,0,3,2,edge__adversarial-spatial__68,edge__adversarial-spatial,15,18,15,330,fixed,5.0,0.04076199999999375,15,0,0,,0,0,4,53,0,5,3,310,packet_wide5_22,[],21750.547773365943,0,0.0,False,0,417.9406368666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,3,20,4,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,285,6269.109553,0.04079737502615899
21,6,True,0,21,1,3,2,edge__adversarial-spatial__68,edge__adversarial-spatial,14,17,15,291,fixed,10.0,0.03476599999999763,15,0,0,,,0,,37,0,,,272,wide10_22,[],25789.646734732596,0,0.0,False,,456.6619564666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,3,13,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6849.929347,0.034831250028219074
15,3,True,0,15,1,4,0,edge__adversarial-spatial__68,edge__adversarial-spatial,14,18,15,312,fixed,10.0,0.04110700000000378,15,0,0,,0,0,3,49,0,3,2,292,packet_wide10_22,[],24523.603295139263,0,0.0,False,0,448.18137726666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,3,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,274,6722.720659,0.04116212495137006
20,4,True,0,20,1,5,0,edge__adversarial-spatial__68,edge__adversarial-spatial,14,19,15,296,fixed,15.0,0.035063000000000955,15,0,0,,,0,,37,0,,,275,wide15_22,[],26678.984338421953,0,0.0,False,,469.7864578,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,14,4,4,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,249,7046.796867,0.03508150001289323
16,3,True,0,16,1,2,0,edge__adversarial-spatial__68,edge__adversarial-spatial,14,16,15,298,fixed,15.0,0.03774900000000514,15,0,0,,0,0,4,50,0,3,2,280,packet_wide15_22,[],24231.233602979253,0,0.0,False,0,438.7497814,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,12,1,11,4,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6581.246721,0.0377629580325447
15,2,True,0,15,0,0,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,15,15,292,fixed,20.0,0.033495999999999526,15,0,0,,,0,,37,0,,,275,wide20_22,[],26382.1417925332,0,0.0,False,,465.49522386666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,16,1,5,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,256,6982.428358,0.03351658402243629
15,3,True,0,15,0,1,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,16,15,308,fixed,20.0,0.03812200000000132,15,0,0,,0,0,5,49,0,2,2,290,packet_wide20_22,[],23844.289259572382,0,0.0,False,0,437.65719013333336,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,19,1,21,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,268,6564.857852,0.038179625000339
14,1,True,0,14,0,1,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,16,15,290,fixed,30.0,0.032476999999992984,15,0,0,,,0,,37,0,,,272,wide30_22,[],27191.116280903472,0,0.0,False,,475.2148838,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,0,6,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,252,7128.223257,0.032484374998603016
17,4,True,0,17,0,2,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,17,15,303,fixed,30.0,0.03666600000000386,15,0,0,,0,0,7,50,0,3,2,284,packet_wide30_22,[],28063.9015388617,0,0.0,False,0,491.51868720000004,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,19,0,11,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,7372.780308,0.036670667002908885
16,5,True,0,16,0,1,1,edge__adversarial-spatial__68,edge__adversarial-spatial,15,16,15,310,decay,20.0,0.03813999999999851,15,0,0,,0,0,5,49,0,3,2,292,packet_decay20_22,[],23926.341163187746,0,0.0,False,0,439.55121553333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,20,1,21,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,270,6593.268233,0.03815508395200595
20,4,True,0,20,0,3,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,18,15,309,first,30.0,0.04060799999999887,15,0,0,,0,0,7,53,0,6,5,289,packet_first30_22,[],27248.893378875917,0,0.0,False,0,482.6519116,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,19,0,9,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,7239.778674,0.04068308399291709
21,6,True,0,21,1,3,1,edge__adversarial-spatial__68,edge__adversarial-spatial,14,17,15,315,fixed,15.0,0.04054500000000161,15,0,0,,0,0,5,53,0,3,2,296,packet_f015_15_22,[],24544.017677674994,0,0.0,False,0,449.2535688,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,15,4,19,5,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,269,6738.803532,0.040572291996795684
23,8,True,0,23,0,6,2,edge__adversarial-spatial__68,edge__adversarial-spatial,15,21,15,315,fixed,10.0,0.035223000000002,15,0,0,,,0,,37,0,,,292,wide_f05_10_22,[],26551.78158864714,0,0.0,False,,475.1570878,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,13,1,9,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,7127.356317,0.03524570900481194
36,6,True,0,36,1,6,3,edge__adversarial-spatial__69,edge__adversarial-spatial,14,20,15,334,,,0.044544000000001915,15,0,0,,,0,,37,0,,,312,quarter22,[],23659.571149967833,0,0.0,False,,443.6609486666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,9,10,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,273,6654.91423,0.04460862500127405
22,2,True,0,22,1,4,1,edge__adversarial-spatial__69,edge__adversarial-spatial,14,18,15,326,,,0.046177000000000135,15,0,0,,0,0,3,58,0,10,9,306,packet_center22,[],22885.92975857911,0,0.0,False,0,431.3457300666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,13,10,12,3,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,279,6470.185951,0.046195208036806434
22,8,True,0,22,0,4,4,edge__adversarial-spatial__69,edge__adversarial-spatial,15,19,15,319,fixed,3.0,0.03566899999999862,15,0,0,,,0,,37,0,,,298,wide3_22,[],24308.043340083485,0,0.0,False,,447.4405776666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,9,8,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,273,6711.608665,0.0356726250029169
9,0,True,0,9,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,18,15,313,fixed,3.0,0.03803599999999818,15,0,0,,0,0,4,45,0,2,2,293,packet_wide3_22,[],22541.54307606787,0,0.0,False,0,421.95390746666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,12,4,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,272,6329.308612,0.03804620896698907
21,7,True,0,21,0,5,2,edge__adversarial-spatial__69,edge__adversarial-spatial,15,20,15,317,fixed,5.0,0.03669699999999665,15,0,0,,,0,,37,0,,,295,wide5_22,[],24261.118011493,0,0.0,False,,445.8815734,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,7,4,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,271,6688.223601,0.03675716702127829
10,1,True,0,10,0,4,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,19,15,311,fixed,5.0,0.03795900000000074,15,0,0,,0,0,3,46,0,2,2,290,packet_wide5_22,[],22822.59355009726,0,0.0,False,0,424.6345806,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,9,0,12,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,268,6369.518709,0.03797354199923575
16,2,True,0,16,0,3,1,edge__adversarial-spatial__69,edge__adversarial-spatial,15,18,15,312,fixed,10.0,0.03601799999999855,15,0,0,,,0,,37,0,,,292,wide10_22,[],24488.043153579612,0,0.0,False,,447.5072419333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,9,2,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,271,6712.608629,0.03601895796600729
13,2,True,0,13,0,3,1,edge__adversarial-spatial__69,edge__adversarial-spatial,15,18,15,317,fixed,10.0,0.04035300000000319,15,0,0,,0,0,3,49,0,4,3,297,packet_wide10_22,[],23398.73232802707,0,0.0,False,0,435.1164308666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,13,2,12,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,278,6526.746463,0.04036570800235495
14,3,True,0,14,0,2,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,17,15,312,fixed,15.0,0.035269999999997026,15,0,0,,,0,,37,0,,,293,wide15_22,[],24695.452796481153,0,0.0,False,,450.47270380000003,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,2,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,272,6757.090557,0.03532758401706815
13,3,True,0,13,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,18,15,319,fixed,15.0,0.038793000000005406,15,0,0,,0,0,3,47,0,3,2,299,packet_wide15_22,[],24291.064076660423,0,0.0,False,0,447.6808542666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,17,0,14,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,278,6715.212814,0.038808499986771494
15,3,True,0,15,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,18,15,312,fixed,20.0,0.03610500000000627,15,0,0,,,0,,37,0,,,292,wide20_22,[],26249.52836059694,0,0.0,False,,470.99371140000005,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,10,1,10,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,271,7064.905671,0.03613187500741333
11,2,True,0,11,0,2,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,17,15,311,fixed,20.0,0.03779999999999717,15,0,0,,0,0,4,46,0,3,2,292,packet_wide20_22,[],23990.48298297934,0,0.0,False,0,440.6731061333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,13,0,16,4,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,271,6610.096592,0.0378115419880487
13,2,True,0,13,1,5,0,edge__adversarial-spatial__69,edge__adversarial-spatial,14,19,15,313,fixed,30.0,0.036208000000002016,15,0,0,,,0,,37,0,,,292,wide30_22,[],28603.719644205445,0,0.0,False,,502.649595,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,11,0,9,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,272,7539.743925,0.03624495799886063
12,4,True,0,12,1,4,0,edge__adversarial-spatial__69,edge__adversarial-spatial,14,18,15,317,fixed,30.0,0.038397000000003345,15,0,0,,0,0,4,45,0,3,2,297,packet_wide30_22,[],27264.518801596558,0,0.0,False,0,486.3935837333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,15,0,14,4,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,274,7295.903756,0.03840895800385624
11,2,True,0,11,0,2,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,17,15,314,decay,20.0,0.038412000000001,15,0,0,,0,0,4,46,0,3,2,295,packet_decay20_22,[],23911.110664808537,0,0.0,False,0,440.88147526666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,16,0,16,4,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,275,6613.222129,0.038471167034003884
13,6,True,0,13,1,5,2,edge__adversarial-spatial__69,edge__adversarial-spatial,14,19,15,317,first,30.0,0.037499999999994316,15,0,0,,0,0,3,46,0,4,3,296,packet_first30_22,[],25701.32893831252,0,0.0,False,0,465.5510523333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,14,4,14,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6983.265785,0.037526208034250885
9,2,True,0,9,0,1,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,16,15,309,fixed,15.0,0.03642500000000126,15,0,0,,0,0,5,44,0,3,2,291,packet_f015_15_22,[],22776.0682222449,0,0.0,False,0,423.88090926666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,12,0,15,5,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,270,6358.213639,0.036459083028603345
13,3,True,0,13,1,4,0,edge__adversarial-spatial__69,edge__adversarial-spatial,14,18,15,307,fixed,10.0,0.03440599999999705,15,0,0,,,0,,37,0,,,287,wide_f05_10_22,[],25482.394292122175,0,0.0,False,,458.76525713333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,8,2,35,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,266,6881.478857,0.034411582979373634
29,0,True,0,29,1,3,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,12,10,346,,,0.034255999999999176,10,0,0,,,0,,32,0,,,332,quarter22,[],21892.072955340147,0,0.0,False,,638.7414593999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,0,18,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6387.414594,0.034278167004231364
19,0,True,0,19,1,3,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,12,10,338,,,0.03323699999999974,10,0,0,,0,0,4,50,0,10,10,324,packet_center22,[],20781.19212597083,0,0.0,False,1,612.523843,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,19,4,28,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6125.23843,0.033253083005547523
19,8,True,0,19,1,2,4,edge__adversarial-spatial__70,edge__adversarial-spatial,9,11,10,335,fixed,3.0,0.025995000000001767,10,0,0,,,0,,32,0,,,322,wide3_22,[],22520.420858076137,0,0.0,False,,645.9084167,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,19,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6459.084167,0.026026999985333532
15,4,True,0,15,0,4,2,edge__adversarial-spatial__70,edge__adversarial-spatial,10,14,10,336,fixed,3.0,0.028688999999999965,10,0,0,,0,0,7,45,0,3,2,320,packet_wide3_22,[],21050.04555974191,0,0.0,False,0,617.0009109,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,2,0,17,7,23,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6170.009109,0.02869258401915431
17,2,True,0,17,0,1,1,edge__adversarial-spatial__70,edge__adversarial-spatial,10,11,10,333,fixed,5.0,0.02756000000000114,10,0,0,,,0,,32,0,,,320,wide5_22,[],22033.639527614065,0,0.0,False,,635.1727903,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,19,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6351.727903,0.02757420897250995
15,2,True,0,15,0,3,1,edge__adversarial-spatial__70,edge__adversarial-spatial,10,13,10,335,fixed,5.0,0.029265999999999792,10,0,0,,0,0,3,46,0,4,4,320,packet_wide5_22,[],20902.696571680888,0,0.0,False,0,613.3539311000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,19,3,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6133.539311,0.02926883299369365
18,6,True,0,18,0,4,2,edge__adversarial-spatial__70,edge__adversarial-spatial,10,14,10,336,fixed,10.0,0.02596799999999888,10,0,0,,,0,,32,0,,,320,wide10_22,[],23035.960682810648,0,0.0,False,,656.3192132,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,18,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6563.192132,0.025967916008085012
14,2,True,0,14,1,3,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,12,10,335,fixed,10.0,0.0290859999999995,10,0,0,,0,0,5,44,0,3,3,321,packet_wide10_22,[],21192.803861862805,0,0.0,False,0,619.8560771,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,17,5,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,299,6198.560771,0.029147625027690083
11,2,True,0,11,0,1,1,edge__adversarial-spatial__70,edge__adversarial-spatial,10,11,10,328,fixed,15.0,0.024533999999995615,10,0,0,,,0,,32,0,,,315,wide15_22,[],23010.08275046993,0,0.0,False,,652.2016547999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,8,0,20,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6522.016548,0.024550583970267326
8,1,True,0,8,0,0,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,10,10,331,fixed,15.0,0.02825700000000353,10,0,0,,0,0,4,39,0,3,2,319,packet_wide15_22,[],22002.481689146665,0,0.0,False,0,634.0496337,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,3,34,5,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6340.496337,0.028276916011236608
13,2,True,0,13,0,1,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,11,10,330,fixed,20.0,0.025826000000002125,10,0,0,,,0,,32,0,,,317,wide20_22,[],24014.91868487467,0,0.0,False,,673.6983733,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,0,19,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6736.983733,0.025852292019408196
11,2,True,0,11,1,1,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,10,10,349,fixed,20.0,0.031629999999999825,10,0,0,,0,0,6,41,0,4,2,337,packet_wide20_22,[],23058.931815628588,0,0.0,False,0,666.0786363,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,8,2,21,7,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,314,6660.786363,0.03164237504824996
12,2,True,0,12,0,1,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,11,10,329,fixed,30.0,0.025638000000000716,10,0,0,,,0,,32,0,,,316,wide30_22,[],25472.96387864855,0,0.0,False,,702.0592776000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,18,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,7020.592776,0.025666667032055557
7,0,True,0,7,1,4,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,13,10,346,fixed,30.0,0.028897999999998092,10,0,0,,0,0,4,39,0,2,2,331,packet_wide30_22,[],22683.53451841879,0,0.0,False,0,656.1706901,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,2,21,4,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,311,6561.706901,0.028898457996547222
13,3,True,0,13,1,2,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,11,10,352,decay,20.0,0.03241700000000236,10,0,0,,0,0,6,42,0,4,2,339,packet_decay20_22,[],23273.68863446261,0,0.0,False,0,671.9737726000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,8,2,21,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,317,6719.737726,0.03243399999337271
7,0,True,0,7,1,4,0,edge__adversarial-spatial__70,edge__adversarial-spatial,9,13,10,346,first,30.0,0.02914899999999676,10,0,0,,0,0,4,39,0,2,2,331,packet_first30_22,[],22432.277200939745,0,0.0,False,0,651.1455438,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,7,2,21,4,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,311,6511.455438,0.029170666995923966
11,1,True,0,11,0,3,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,13,10,346,fixed,15.0,0.028885999999999967,10,0,0,,0,0,4,42,0,3,3,331,packet_f015_15_22,[],21735.300867419755,0,0.0,False,0,636.8060172,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,0,4,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,307,6368.060172,0.028917042014654726
10,1,True,0,10,0,1,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,11,10,325,fixed,10.0,0.02402500000000174,10,0,0,,,0,,32,0,,,312,wide_f05_10_22,[],22680.155725525066,0,0.0,False,,643.8031142,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,20,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6438.031142,0.024049792031291872
29,3,True,0,29,1,4,1,edge__adversarial-spatial__71,edge__adversarial-spatial,11,15,12,366,,,0.03598699999999866,12,0,0,,,0,,34,0,,,349,quarter22,[],22450.27698959996,0,0.0,False,,551.5046161666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,5,5,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,314,6618.055394,0.03599779197247699
25,2,True,0,25,1,3,1,edge__adversarial-spatial__71,edge__adversarial-spatial,11,14,12,362,,,0.0378949999999989,12,0,0,,0,0,1,57,0,6,6,346,packet_center22,[],23065.19973941784,0,0.0,False,0,560.2533285833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,5,15,1,35,12,ordinary,22,full_coverage_and_all_discovered_cleared,314,6723.039943,0.03791283303871751
20,6,True,0,20,2,4,3,edge__adversarial-spatial__71,edge__adversarial-spatial,10,14,12,358,fixed,3.0,0.030882999999995775,12,0,0,,,0,,34,0,,,342,wide3_22,[],22523.035111677193,0,0.0,False,,549.7172515,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,3,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,316,6596.607018,0.030886458000168204
20,6,True,0,20,2,4,3,edge__adversarial-spatial__71,edge__adversarial-spatial,10,14,12,358,fixed,3.0,0.03351700000000335,12,0,0,,0,0,0,51,0,5,3,342,packet_wide3_22,[],22523.035111677193,0,0.0,False,0,549.7172515,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,3,3,0,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,316,6596.607018,0.03360191697720438
16,2,True,0,16,0,2,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,14,12,355,fixed,5.0,0.03164699999999954,12,0,0,,,0,,34,0,,,339,wide5_22,[],22305.918277458542,0,0.0,False,,544.93197125,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,5,5,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,317,6539.183655,0.031651124998461455
16,2,True,0,16,0,2,1,edge__adversarial-spatial__71,edge__adversarial-spatial,12,14,12,355,fixed,5.0,0.03331399999999718,12,0,0,,0,0,0,49,0,4,3,339,packet_wide5_22,[],22305.918277458542,0,0.0,False,0,544.93197125,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,5,5,0,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,317,6539.183655,0.033325916971080005
17,4,True,0,17,1,6,2,edge__adversarial-spatial__71,edge__adversarial-spatial,11,17,12,359,fixed,10.0,0.03130799999999567,12,0,0,,,0,,34,0,,,340,wide10_22,[],23058.716465938258,0,0.0,False,,558.6452742499999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,5,1,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,317,6703.743291,0.03132716700201854
