active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
19,5,True,0,19,4,4,0,edge__adversarial-positive__67,edge__adversarial-positive,6,,,10,10,333,bounded_transverse_width,,,,0.03695300000000046,,10,,0,0,,,,,,0,0,,5,45,0,,4,3,321,width_closed21_3,,,[],21361.290999161894,0,0.0,False,0,,622.12582,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,11,10,1,6,24,10,ordinary,21,full_coverage_and_all_discovered_cleared,294,6221.2582,40.0,constant,0.03695374995004386
19,5,True,0,19,4,4,0,edge__adversarial-positive__67,edge__adversarial-positive,6,16,,10,10,317,bounded_transverse_width,,base,0,0.0363049999999987,,10,,0,0,,,,,False,0,0,16,5,45,0,,4,3,305,range_closed21_3,,,[],21361.290999161894,0,0.0,False,0,,612.5258200000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,11,10,1,6,24,10,ordinary,21,full_coverage_and_all_discovered_cleared,278,6125.2582,40.0,constant,0.03631862497422844
19,5,True,0,19,4,4,0,edge__adversarial-positive__67,edge__adversarial-positive,6,16,17,10,10,316,bounded_transverse_width,,base,0,0.03907300000000191,1,10,,0,0,,17,0,16,False,0,0,17,5,45,0,8,4,3,304,predict_closed21_3,10,,[],21361.290999161894,0,0.0,False,0,324,612.0258200000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,,,67,1.0,11,10,1,6,24,10,ordinary,21,full_coverage_and_all_discovered_cleared,278,6120.2582,40.0,constant,0.03915929200593382
4,0,True,0,4,3,4,0,edge__adversarial-positive__67,edge__adversarial-positive,7,0,,11,10,349,bounded_transverse_width,,locked,35,0.03255800000000164,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,1,1,336,locked_full_closed21_3,,,[],19512.627460097512,0,0.0,False,0,,595.1525493,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,5,4,25,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,316,5951.525493,40.0,constant,0.03258950001327321
4,0,True,0,4,3,4,0,edge__adversarial-positive__67,edge__adversarial-positive,7,41,42,11,10,307,bounded_transverse_width,,locked,35,0.03523099999999957,4,10,cached_distance_prefix_sum,0,0,,42,0,38,True,0,0,42,3,0,0,8,1,1,294,count_locked_closed21_3,10,10,[],19512.627460097512,0,0.0,False,0,522,570.3525493,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,5,4,25,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,278,5703.525493,40.0,constant,0.035245166975073516
9,1,True,0,9,3,5,0,edge__adversarial-positive__67,edge__adversarial-positive,7,,,12,10,334,bounded_transverse_width,,,,0.031147999999998177,,10,,0,0,,,,,,0,0,,3,39,0,,4,3,320,width_grid21_7,,,[],19653.274795534682,0,0.0,False,0,,588.7654956,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,6,6,4,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,301,5887.654956,40.0,constant,0.031159624981228262
9,1,True,0,9,3,5,0,edge__adversarial-positive__67,edge__adversarial-positive,7,20,,12,10,314,bounded_transverse_width,,base,0,0.031333000000000055,,10,,0,0,,,,,False,0,0,20,3,39,0,,4,3,300,range_grid21_7,,,[],19653.274795534682,0,0.0,False,0,,576.7654956,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,6,6,4,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,5767.654956,40.0,constant,0.03136491699842736
9,1,True,0,9,3,5,0,edge__adversarial-positive__67,edge__adversarial-positive,7,20,22,12,10,312,bounded_transverse_width,,base,0,0.03416400000000053,2,10,,0,0,,22,0,20,False,0,0,22,3,39,0,8,4,3,298,predict_grid21_7,10,,[],19653.274795534682,0,0.0,False,0,383,575.7654956,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",2,30.0,4,,,67,1.0,6,6,4,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,5757.654956,40.0,constant,0.034198832989204675
4,0,True,0,4,3,4,0,edge__adversarial-positive__67,edge__adversarial-positive,7,0,,11,10,349,bounded_transverse_width,,locked,35,0.03322299999999956,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,1,1,336,locked_full_grid21_7,,,[],19524.57124550367,0,0.0,False,0,,595.3914248,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,5,4,25,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,316,5953.914248,40.0,constant,0.03323466703295708
4,0,True,0,4,3,4,0,edge__adversarial-positive__67,edge__adversarial-positive,7,41,42,11,10,307,bounded_transverse_width,,locked,35,0.035865000000001146,4,10,cached_distance_prefix_sum,0,0,,42,0,38,True,0,0,42,3,0,0,8,1,1,294,count_locked_grid21_7,10,10,[],19524.57124550367,0,0.0,False,0,522,570.5914248,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,5,4,25,3,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,278,5705.914248,40.0,constant,0.035888792015612125
11,1,True,0,11,2,2,0,edge__adversarial-positive__67,edge__adversarial-positive,8,,,10,10,336,bounded_transverse_width,,,,0.03705800000000181,,10,,0,0,,,,,,0,0,,1,41,0,,4,3,324,width_grid21_29,,,[],21478.5493806273,0,0.0,False,0,,626.8709876,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,11,8,0,1,20,10,ordinary,21,full_coverage_and_all_discovered_cleared,303,6268.709876,40.0,constant,0.03710670897271484
11,1,True,0,11,2,2,0,edge__adversarial-positive__67,edge__adversarial-positive,8,18,,10,10,318,bounded_transverse_width,,base,0,0.031532000000002114,,10,,0,0,,,,,False,0,0,18,1,41,0,,4,3,306,range_grid21_29,,,[],21478.5493806273,0,0.0,False,0,,616.1709876,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,11,8,0,1,20,10,ordinary,21,full_coverage_and_all_discovered_cleared,286,6161.709876,40.0,constant,0.031585457967594266
11,1,True,0,11,2,2,0,edge__adversarial-positive__67,edge__adversarial-positive,8,18,20,10,10,316,bounded_transverse_width,,base,0,0.03454899999999839,2,10,,0,0,,20,0,18,False,0,0,20,1,41,0,8,4,3,304,predict_grid21_29,10,,[],21478.5493806273,0,0.0,False,0,455,615.1709876,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",2,30.0,4,,,67,1.0,11,8,0,1,20,10,ordinary,21,full_coverage_and_all_discovered_cleared,286,6151.709876,40.0,constant,0.03457366698421538
5,1,True,0,5,2,3,0,edge__adversarial-positive__67,edge__adversarial-positive,8,0,,11,10,357,bounded_transverse_width,,locked,35,0.030979999999999563,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,2,0,0,,3,2,344,locked_full_grid21_29,,,[],19145.69921916448,0,0.0,False,0,,592.5139843,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,6,1,1,2,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,323,5925.139843,40.0,constant,0.030996875022538006
5,1,True,0,5,2,3,0,edge__adversarial-positive__67,edge__adversarial-positive,8,52,54,11,10,303,bounded_transverse_width,,locked,35,0.03320599999999985,3,10,cached_distance_prefix_sum,0,0,,54,0,51,True,0,0,54,2,0,0,8,3,2,290,count_locked_grid21_29,10,10,[],19145.69921916448,0,0.0,False,0,492,560.4139843,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",2,30.0,4,0,0,67,1.0,6,1,1,2,14,10,ordinary,21,full_coverage_and_all_discovered_cleared,272,5604.139843,40.0,constant,0.03321987501112744
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,,,18,15,323,bounded_transverse_width,,,,0.04504699999999673,,15,,0,0,,,,,,0,0,,6,55,0,,3,3,303,width_convex22,,,[],23769.003665902714,0,0.0,False,0,,441.920049,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,276,6628.800735,40.0,constant,0.04511075001209974
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,,18,15,311,bounded_transverse_width,,base,0,0.044535999999997244,,15,,0,0,,,,,False,0,0,12,6,55,0,,3,3,291,range_convex22,,,[],23769.003665902714,0,0.0,False,0,,437.18671566666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,265,6557.800735,40.0,constant,0.044563582981936634
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,14,18,15,309,bounded_transverse_width,,base,0,0.046861999999997295,2,15,,0,0,,14,0,12,False,0,0,14,6,55,0,8,3,3,289,predict_convex22,5,,[],23769.003665902714,0,0.0,False,0,420,436.4533823333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,,,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6546.800735,40.0,constant,0.04686570802005008
13,0,True,0,13,2,3,0,edge__adversarial-positive__68,edge__adversarial-positive,13,0,,16,15,326,bounded_transverse_width,,locked,50,0.049509999999997945,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,5,0,0,,3,3,308,locked_full_convex22,,,[],21687.306606141992,0,0.0,False,0,,416.16408786666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,10,1,18,6,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6242.461318,40.0,constant,0.049561292049475014
13,0,True,0,13,2,3,0,edge__adversarial-positive__68,edge__adversarial-positive,13,48,49,16,15,277,bounded_transverse_width,,locked,50,0.050654999999999006,3,15,cached_distance_prefix_sum,0,0,,49,0,46,True,0,0,49,5,0,0,8,3,3,259,count_locked_convex22,5,5,[],21687.306606141992,0,0.0,False,0,486,396.8974212,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,10,1,18,6,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,5953.461318,40.0,constant,0.05065979203209281
15,1,True,0,15,5,7,0,edge__adversarial-positive__68,edge__adversarial-positive,10,,,17,15,311,bounded_transverse_width,,,,0.03967700000000107,,15,,0,0,,,,,,0,0,,6,50,0,,2,2,292,width_closed21_3,,,[],22494.84350274589,0,0.0,False,0,,420.59791333333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,15,1,1,6,29,15,ordinary,21,full_coverage_and_all_discovered_cleared,269,6308.9687,40.0,constant,0.03972916700877249
15,1,True,0,15,5,7,0,edge__adversarial-positive__68,edge__adversarial-positive,10,13,,17,15,298,bounded_transverse_width,,base,0,0.03972800000000021,,15,,0,0,,,,,False,0,0,13,6,50,0,,2,2,279,range_closed21_3,,,[],22494.84350274589,0,0.0,False,0,,415.39791333333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,15,1,1,6,29,15,ordinary,21,full_coverage_and_all_discovered_cleared,256,6230.9687,40.0,constant,0.039771458017639816
15,1,True,0,15,5,7,0,edge__adversarial-positive__68,edge__adversarial-positive,10,13,13,17,15,298,bounded_transverse_width,,base,0,0.04180000000000206,1,15,,0,0,,13,0,12,False,0,0,13,6,50,0,8,2,2,279,predict_closed21_3,5,,[],22494.84350274589,0,0.0,False,0,421,415.46458,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,15,1,1,6,29,15,ordinary,21,full_coverage_and_all_discovered_cleared,257,6231.9687,40.0,constant,0.04186133301118389
13,3,True,0,13,3,5,0,edge__adversarial-positive__68,edge__adversarial-positive,12,0,,17,15,370,bounded_transverse_width,,locked,46,0.05124299999999948,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,4,3,351,locked_full_closed21_3,,,[],21286.22001074201,0,0.0,False,0,,428.0162668666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,12,7,9,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,327,6420.244003,40.0,constant,0.05126483301864937
13,3,True,0,13,3,5,0,edge__adversarial-positive__68,edge__adversarial-positive,12,82,85,17,15,285,bounded_transverse_width,,locked,46,0.05364600000000053,2,15,cached_distance_prefix_sum,0,0,,85,0,83,True,0,0,85,3,0,0,8,4,3,266,count_locked_closed21_3,5,5,[],21286.22001074201,0,0.0,False,0,877,394.2162668666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,30.0,4,0,0,68,1.0,12,7,9,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,245,5913.244003,40.0,constant,0.05366954201599583
17,1,True,0,17,5,8,0,edge__adversarial-positive__68,edge__adversarial-positive,10,,,18,15,314,bounded_transverse_width,,,,0.0421200000000006,,15,,0,0,,,,,,0,0,,6,52,0,,2,2,294,width_grid21_7,,,[],22965.039645333334,0,0.0,False,0,,427.93386173333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,15,1,1,6,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,272,6419.007926,40.0,constant,0.0421505409758538
17,1,True,0,17,5,8,0,edge__adversarial-positive__68,edge__adversarial-positive,10,14,,18,15,300,bounded_transverse_width,,base,0,0.041636999999997926,,15,,0,0,,,,,False,0,0,14,6,52,0,,2,2,280,range_grid21_7,,,[],22965.039645333334,0,0.0,False,0,,422.3338617333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,15,1,1,6,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,258,6335.007926,40.0,constant,0.04165929200826213
17,1,True,0,17,5,8,0,edge__adversarial-positive__68,edge__adversarial-positive,10,14,14,18,15,300,bounded_transverse_width,,base,0,0.04394600000000182,1,15,,0,0,,14,0,13,False,0,0,14,6,52,0,8,2,2,280,predict_grid21_7,5,,[],22965.039645333334,0,0.0,False,0,410,422.40052840000004,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,15,1,1,6,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,259,6336.007926,40.0,constant,0.04397233302006498
13,3,True,0,13,3,5,0,edge__adversarial-positive__68,edge__adversarial-positive,12,0,,17,15,370,bounded_transverse_width,,locked,46,0.051598999999999506,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,4,3,351,locked_full_grid21_7,,,[],21297.21636267238,0,0.0,False,0,,428.1628848666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,12,7,9,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,327,6422.443273,40.0,constant,0.05163787503261119
13,3,True,0,13,3,5,0,edge__adversarial-positive__68,edge__adversarial-positive,12,82,85,17,15,285,bounded_transverse_width,,locked,46,0.053437999999999874,2,15,cached_distance_prefix_sum,0,0,,85,0,83,True,0,0,85,3,0,0,8,4,3,266,count_locked_grid21_7,5,5,[],21297.21636267238,0,0.0,False,0,877,394.36288486666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,30.0,4,0,0,68,1.0,12,7,9,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,245,5915.443273,40.0,constant,0.0534543750109151
14,2,True,0,14,5,6,0,edge__adversarial-positive__68,edge__adversarial-positive,10,,,16,15,322,bounded_transverse_width,,,,0.03617500000000007,,15,,0,0,,,,,,0,0,,2,48,0,,3,2,304,width_grid21_29,,,[],24022.841215961995,0,0.0,False,0,,445.5045495333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,17,4,1,2,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,280,6682.568243,40.0,constant,0.03618195798480883
14,2,True,0,14,5,6,0,edge__adversarial-positive__68,edge__adversarial-positive,10,4,,16,15,318,bounded_transverse_width,,base,0,0.03636600000000101,,15,,0,0,,,,,False,0,0,4,2,48,0,,3,2,300,range_grid21_29,,,[],24022.841215961995,0,0.0,False,0,,443.9045495333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,17,4,1,2,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,276,6658.568243,40.0,constant,0.03639591595856473
14,2,True,0,14,5,6,0,edge__adversarial-positive__68,edge__adversarial-positive,10,4,5,16,15,317,bounded_transverse_width,,base,0,0.03902700000000081,0,15,,0,0,,5,0,5,False,0,0,5,2,48,0,8,3,2,299,predict_grid21_29,5,,[],24022.841215961995,0,0.0,False,0,531,443.5712162,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,,,68,1.0,17,4,1,2,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,276,6653.568243,40.0,constant,0.03905266599031165
11,0,True,0,11,4,4,0,edge__adversarial-positive__68,edge__adversarial-positive,11,0,,15,15,335,bounded_transverse_width,,locked,47,0.0453109999999981,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,4,0,0,,2,2,318,locked_full_grid21_29,,,[],22459.988138256853,0,0.0,False,0,,430.26650853333336,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,6,1,31,4,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,297,6453.997628,40.0,constant,0.045317084004636854
11,0,True,0,11,4,4,0,edge__adversarial-positive__68,edge__adversarial-positive,11,59,60,15,15,275,bounded_transverse_width,,locked,47,0.04661300000000068,5,15,cached_distance_prefix_sum,0,0,,60,0,55,True,0,0,60,4,0,0,8,2,2,258,count_locked_grid21_29,5,5,[],22459.988138256853,0,0.0,False,0,506,406.5998418666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,6,1,31,4,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,242,6098.997628,40.0,constant,0.04664066602708772
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,,,18,15,327,bounded_transverse_width,,,,0.041709000000000884,,15,,0,0,,,,,,0,0,,3,49,0,,4,3,307,width_convex22,,,[],22807.720950884854,0,0.0,False,0,,430.8362790666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,282,6462.544186,40.0,constant,0.041742665984202176
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,,18,15,299,bounded_transverse_width,,base,0,0.04098000000000113,,15,,0,0,,,,,False,0,0,28,3,49,0,,4,3,279,range_convex22,,,[],22807.720950884854,0,0.0,False,0,,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,0.04100566700799391
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,28,18,15,299,bounded_transverse_width,,base,0,0.043217999999999535,0,15,,0,0,,28,0,28,False,0,0,28,3,49,0,8,4,3,279,predict_convex22,5,,[],22807.720950884854,0,0.0,False,0,499,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,,,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,0.04324179101968184
10,1,True,0,10,2,3,0,edge__adversarial-positive__69,edge__adversarial-positive,13,0,,16,15,324,bounded_transverse_width,,locked,46,0.04914899999999989,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,2,2,306,locked_full_convex22,,,[],20608.128571530386,0,0.0,False,0,,400.77504746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,282,6011.625712,40.0,constant,0.04918591695604846
10,1,True,0,10,2,3,0,edge__adversarial-positive__69,edge__adversarial-positive,13,64,65,16,15,259,bounded_transverse_width,,locked,46,0.05056200000000288,0,15,cached_distance_prefix_sum,0,0,,65,0,65,True,0,0,65,3,0,0,8,2,2,241,count_locked_convex22,5,5,[],20608.128571530386,0,0.0,False,0,518,374.77504746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,217,5621.625712,40.0,constant,0.05057045799912885
11,1,True,0,11,2,4,0,edge__adversarial-positive__69,edge__adversarial-positive,13,,,17,15,315,bounded_transverse_width,,,,0.041067999999999216,,15,,0,0,,,,,,0,0,,0,46,0,,2,2,296,width_closed21_3,,,[],23167.967343514243,0,0.0,False,0,,431.3062312666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,16,2,13,0,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,275,6469.593469,40.0,constant,0.04107529204338789
11,1,True,0,11,2,4,0,edge__adversarial-positive__69,edge__adversarial-positive,13,30,,17,15,285,bounded_transverse_width,,base,0,0.04069300000000098,,15,,0,0,,,,,False,0,0,30,0,46,0,,2,2,266,range_closed21_3,,,[],23167.967343514243,0,0.0,False,0,,419.3062312666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,16,2,13,0,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,245,6289.593469,40.0,constant,0.0407215419691056
11,1,True,0,11,2,4,0,edge__adversarial-positive__69,edge__adversarial-positive,13,30,33,17,15,282,bounded_transverse_width,,base,0,0.043206999999998885,0,15,,0,0,,33,0,33,False,0,0,33,0,46,0,8,2,2,263,predict_closed21_3,5,,[],23167.967343514243,0,0.0,False,0,647,418.10623126666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,30.0,4,,,69,1.0,16,2,13,0,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,242,6271.593469,40.0,constant,0.043214584002271295
15,3,True,0,15,1,3,1,edge__adversarial-positive__69,edge__adversarial-positive,14,0,,17,15,335,bounded_transverse_width,,locked,49,0.05352500000000049,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,316,locked_full_closed21_3,,,[],21850.858256089352,0,0.0,False,0,,421.61144326666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,15,16,23,3,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,293,6324.171649,40.0,constant,0.05353962496155873
15,3,True,0,15,1,3,1,edge__adversarial-positive__69,edge__adversarial-positive,14,63,65,17,15,270,bounded_transverse_width,,locked,49,0.0557760000000016,0,15,cached_distance_prefix_sum,0,0,,65,0,65,True,0,0,65,3,0,0,8,3,3,251,count_locked_closed21_3,5,5,[],21850.858256089352,0,0.0,False,0,680,395.61144326666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",2,30.0,4,0,0,69,1.0,15,16,23,3,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,228,5934.171649,40.0,constant,0.0558423749753274
13,2,True,0,13,1,3,1,edge__adversarial-positive__69,edge__adversarial-positive,14,,,17,15,324,bounded_transverse_width,,,,0.041067999999999216,,15,,0,0,,,,,,0,0,,6,48,0,,3,2,305,width_grid21_7,,,[],21044.337113831833,0,0.0,False,0,,406.59116133333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,12,10,1,6,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,284,6098.86742,40.0,constant,0.04108408303000033
13,2,True,0,13,1,3,1,edge__adversarial-positive__69,edge__adversarial-positive,14,26,,17,15,298,bounded_transverse_width,,base,0,0.040649000000001934,,15,,0,0,,,,,False,0,0,26,6,48,0,,3,2,279,range_grid21_7,,,[],21044.337113831833,0,0.0,False,0,,396.1911613333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,12,10,1,6,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,258,5942.86742,40.0,constant,0.040665000036824495
13,2,True,0,13,1,3,1,edge__adversarial-positive__69,edge__adversarial-positive,14,26,30,17,15,294,bounded_transverse_width,,base,0,0.04320900000000094,1,15,,0,0,,30,0,29,False,0,0,30,6,48,0,8,3,2,275,predict_grid21_7,5,,[],21044.337113831833,0,0.0,False,0,824,394.657828,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,30.0,4,,,69,1.0,12,10,1,6,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,255,5919.86742,40.0,constant,0.043251416995190084
16,3,True,0,16,0,3,1,edge__adversarial-positive__69,edge__adversarial-positive,15,0,,18,15,337,bounded_transverse_width,,locked,50,0.05482900000000157,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,317,locked_full_grid21_7,,,[],21943.312732036353,0,0.0,False,0,,423.5108362666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,15,16,23,3,29,15,ordinary,21,full_coverage_and_all_discovered_cleared,295,6352.662544,40.0,constant,0.05486629199003801
